run_id,family,rate,algorithm,phase,realization,realized_rate,rmse,mae,train_s,completed_at,PM25,PM10,SO2,NO2,CO,O3
428a5a48-5882-4ff4-8989-e6f13af6c336,mar,0.1,saits_lc,test,test_r009,0.0890,8.971634,5.151590,0.0,2026-08-18T19:04:55.183054+00:00,nan,nan,nan,nan,nan,nan
428a5a48-5882-4ff4-8989-e6f13af6c336,mar,0.1,saits_lc,test,test_r010,0.0913,8.692860,5.146304,0.0,2026-08-18T19:05:01.119850+00:00,nan,nan,nan,nan,nan,nan
428a5a48-5882-4ff4-8989-e6f13af6c336,mar,0.1,saits_lc,test,test_r011,0.1009,8.361193,4.956431,0.0,2026-08-18T19:05:07.613744+00:00,nan,nan,nan,nan,nan,nan
428a5a48-5882-4ff4-8989-e6f13af6c336,mar,0.1,saits_lc,test,test_r012,0.1013,8.393333,5.006106,0.0,2026-08-18T19:05:14.181249+00:00,nan,nan,nan,nan,nan,nan
428a5a48-5882-4ff4-8989-e6f13af6c336,mar,0.1,saits_lc,test,test_r013,0.0918,8.842832,5.094993,0.0,2026-08-18T19:05:20.413154+00:00,nan,nan,nan,nan,nan,nan
428a5a48-5882-4ff4-8989-e6f13af6c336,mar,0.1,saits_lc,test,test_r014,0.1014,8.842544,5.016305,0.0,2026-08-18T19:05:26.776928+00:00,nan,nan,nan,nan,nan,nan
428a5a48-5882-4ff4-8989-e6f13af6c336,mar,0.1,saits_lc,test,test_r015,0.1026,8.434652,5.010252,0.0,2026-08-18T19:05:34.098762+00:00,nan,nan,nan,nan,nan,nan
428a5a48-5882-4ff4-8989-e6f13af6c336,mar,0.1,saits_lc,test,test_r016,0.1003,8.549424,5.072074,0.0,2026-08-18T19:05:41.897276+00:00,nan,nan,nan,nan,nan,nan
428a5a48-5882-4ff4-8989-e6f13af6c336,mar,0.1,saits_lc,test,test_r017,0.0916,8.756871,5.108836,0.0,2026-08-18T19:05:48.075005+00:00,nan,nan,nan,nan,nan,nan
428a5a48-5882-4ff4-8989-e6f13af6c336,mar,0.1,saits_lc,test,test_r018,0.0955,9.109457,5.133941,0.0,2026-08-18T19:05:54.788811+00:00,nan,nan,nan,nan,nan,nan
428a5a48-5882-4ff4-8989-e6f13af6c336,mar,0.1,saits_lc,test,test_r019,0.1015,8.246314,4.927730,0.0,2026-08-18T19:06:01.352762+00:00,nan,nan,nan,nan,nan,nan
428a5a48-5882-4ff4-8989-e6f13af6c336,mar,0.1,saits_lc,train,,0.0000,nan,nan,0.0,2026-08-18T17:08:14.141734+00:00,nan,nan,nan,nan,nan,nan
428a5a48-5882-4ff4-8989-e6f13af6c336,mar,0.1,saits_lc,validate,test_r000,0.0000,9.470168,5.426565,0.0,2026-08-18T19:00:01.945369+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,brits,test,test_r000,0.1001,28.929640,18.375629,0.0,2026-08-18T12:48:35.533812+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,brits,test,test_r001,0.1003,28.827572,18.311690,0.0,2026-08-18T12:55:34.104435+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,brits,test,test_r002,0.1000,28.495926,18.199872,0.0,2026-08-18T12:57:29.137273+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,brits,test,test_r003,0.1001,28.744621,18.159748,0.0,2026-08-18T13:01:52.466346+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,brits,test,test_r004,0.0998,28.823438,18.292125,0.0,2026-08-18T13:03:02.177846+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,brits,test,test_r005,0.1003,28.860075,18.323753,0.0,2026-08-18T13:08:22.357192+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,brits,test,test_r006,0.1001,28.965111,18.372086,0.0,2026-08-18T13:10:49.089448+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,brits,test,test_r007,0.1004,28.855241,18.326443,0.0,2026-08-18T13:12:51.494859+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,brits,test,test_r008,0.0997,28.576183,18.144798,0.0,2026-08-18T13:14:05.916064+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,brits,test,test_r009,0.0999,28.587179,18.151585,0.0,2026-08-18T13:18:07.823543+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,brits,test,test_r010,0.1000,28.711721,18.183452,0.0,2026-08-18T13:23:48.609836+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,brits,test,test_r011,0.0996,28.705814,18.154011,0.0,2026-08-18T13:25:10.907551+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,brits,test,test_r012,0.1008,28.652671,18.232462,0.0,2026-08-18T13:27:03.195224+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,brits,test,test_r013,0.1000,28.960272,18.304172,0.0,2026-08-18T13:28:39.148659+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,brits,test,test_r014,0.0998,28.487575,18.136661,0.0,2026-08-18T13:29:28.341567+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,brits,test,test_r015,0.1001,28.482097,18.078089,0.0,2026-08-18T13:30:22.683436+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,brits,test,test_r016,0.1002,28.712163,18.219612,0.0,2026-08-18T13:31:17.162375+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,brits,test,test_r017,0.0997,28.508553,18.152972,0.0,2026-08-18T13:32:06.964184+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,brits,test,test_r018,0.1005,28.569744,18.098643,0.0,2026-08-18T13:33:01.558979+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,brits,test,test_r019,0.1003,28.657223,18.238091,0.0,2026-08-18T13:33:55.402967+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,brits,train,,0.0000,nan,nan,0.0,2026-08-18T12:40:32.732513+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,brits,validate,test_r000,0.0000,29.964628,18.518893,0.0,2026-08-18T12:41:30.212664+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits,test,test_r000,0.1001,7.901786,4.623758,0.0,2026-08-18T12:41:34.704164+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits,test,test_r001,0.1003,8.088862,4.671818,0.0,2026-08-18T12:41:39.015502+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits,test,test_r002,0.1000,7.800612,4.614191,0.0,2026-08-18T12:41:43.288552+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits,test,test_r003,0.1001,7.940312,4.604979,0.0,2026-08-18T12:41:47.654744+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits,test,test_r004,0.0998,7.816608,4.631511,0.0,2026-08-18T12:41:51.932504+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits,test,test_r005,0.1003,7.989110,4.658654,0.0,2026-08-18T12:41:56.593396+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits,test,test_r006,0.1001,7.986679,4.669299,0.0,2026-08-18T12:42:01.956551+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits,test,test_r007,0.1004,8.066896,4.699443,0.0,2026-08-18T12:42:07.865415+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits,test,test_r008,0.0997,7.925862,4.622967,0.0,2026-08-18T12:42:13.127773+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits,test,test_r009,0.0999,7.902167,4.638280,0.0,2026-08-18T12:42:19.153494+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits,test,test_r010,0.1000,7.889847,4.609996,0.0,2026-08-18T12:42:26.692509+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits,test,test_r011,0.0996,7.945297,4.613166,0.0,2026-08-18T12:42:35.190813+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits,test,test_r012,0.1008,7.889688,4.634390,0.0,2026-08-18T12:42:44.106202+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits,test,test_r013,0.1000,8.290601,4.679126,0.0,2026-08-18T12:42:50.727823+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits,test,test_r014,0.0998,7.873539,4.623242,0.0,2026-08-18T12:42:57.560216+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits,test,test_r015,0.1001,7.926636,4.621021,0.0,2026-08-18T12:43:07.197294+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits,test,test_r016,0.1002,7.764515,4.605904,0.0,2026-08-18T12:43:18.862156+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits,test,test_r017,0.0997,7.805327,4.594581,0.0,2026-08-18T12:43:25.928326+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits,test,test_r018,0.1005,7.732442,4.582648,0.0,2026-08-18T12:43:33.694351+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits,test,test_r019,0.1003,7.822846,4.603868,0.0,2026-08-18T12:43:44.293076+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits,train,,0.0000,nan,nan,0.0,2026-08-18T10:44:35.059231+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits,validate,test_r000,0.0000,8.303159,4.794730,0.0,2026-08-18T12:40:37.082634+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits_lc,test,test_r000,0.1001,7.888941,4.610000,0.0,2026-08-18T12:43:56.199291+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits_lc,test,test_r001,0.1003,8.124843,4.669375,0.0,2026-08-18T12:44:03.651528+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits_lc,test,test_r002,0.1000,7.761623,4.585996,0.0,2026-08-18T12:44:10.380630+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits_lc,test,test_r003,0.1001,7.935599,4.591878,0.0,2026-08-18T12:44:16.652277+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits_lc,test,test_r004,0.0998,7.834243,4.623384,0.0,2026-08-18T12:44:24.464269+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits_lc,test,test_r005,0.1003,7.979811,4.654913,0.0,2026-08-18T12:44:32.139838+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits_lc,test,test_r006,0.1001,7.951127,4.650495,0.0,2026-08-18T12:44:43.043411+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits_lc,test,test_r007,0.1004,8.019340,4.654562,0.0,2026-08-18T12:45:04.495688+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits_lc,test,test_r008,0.0997,7.936198,4.625313,0.0,2026-08-18T12:45:25.711375+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits_lc,test,test_r009,0.0999,7.904478,4.615076,0.0,2026-08-18T12:45:32.521904+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits_lc,test,test_r010,0.1000,7.909078,4.621067,0.0,2026-08-18T12:45:40.062755+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits_lc,test,test_r011,0.0996,7.963546,4.597862,0.0,2026-08-18T12:45:47.394601+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits_lc,test,test_r012,0.1008,7.869701,4.608863,0.0,2026-08-18T12:45:53.432686+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits_lc,test,test_r013,0.1000,8.262928,4.650228,0.0,2026-08-18T12:45:59.162243+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits_lc,test,test_r014,0.0998,7.849725,4.597407,0.0,2026-08-18T12:46:05.326713+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits_lc,test,test_r015,0.1001,7.911482,4.598203,0.0,2026-08-18T12:46:11.381266+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits_lc,test,test_r016,0.1002,7.801292,4.612578,0.0,2026-08-18T12:46:18.076686+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits_lc,test,test_r017,0.0997,7.808859,4.585460,0.0,2026-08-18T12:46:25.275748+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits_lc,test,test_r018,0.1005,7.732792,4.564404,0.0,2026-08-18T12:46:42.130869+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits_lc,test,test_r019,0.1003,7.841309,4.587513,0.0,2026-08-18T12:46:50.160742+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits_lc,train,,0.0000,nan,nan,0.0,2026-08-18T10:49:26.340639+00:00,nan,nan,nan,nan,nan,nan
2f8e2707-0342-479a-92a1-f829ca84a843,mcar,0.1,saits_lc,validate,test_r000,0.0000,8.440698,4.839807,0.0,2026-08-18T12:40:41.625017+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,brits,test,test_r000,0.0190,46.135111,30.231497,0.0,2026-08-19T06:55:28.646130+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,brits,test,test_r001,0.0186,45.755684,29.955169,0.0,2026-08-19T06:57:03.302979+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,brits,test,test_r002,0.0186,45.897794,29.956196,0.0,2026-08-19T06:58:32.250597+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,brits,test,test_r003,0.0188,45.920033,30.151215,0.0,2026-08-19T06:59:55.048384+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,brits,test,test_r004,0.0187,45.837971,30.210156,0.0,2026-08-19T07:01:24.152700+00:00,nan,nan,nan,nan,nan,nan
