algorithm_id,masking_id,pollutant,masking_rate,mae,rmse,result_id,algorithm_name,family,masking_name,mre
9d8705a3-9539-413e-946c-12014a9a5044,protocol:test_r002,NO,0.000000,18.010030,29.127320,d062c6bd-e1a8-47f5-b495-25f548ae6b35,Median,naive,protocol:test_r002,
9d8705a3-9539-413e-946c-12014a9a5044,protocol:test_r003,NO,0.000000,16.804278,28.641584,e8b77a94-f216-43d1-b4e4-999676830bdb,Median,naive,protocol:test_r003,
9d8705a3-9539-413e-946c-12014a9a5044,protocol:test_r004,NO,0.000000,20.464814,32.846462,e3f2566a-191a-4504-ab7a-9a26ef764856,Median,naive,protocol:test_r004,
b8a8d3fc-06dc-417d-a4ff-aed7d584dfcc,protocol:test_r000,NO,0.000000,2.823876,3.994691,b92af9a5-ec9d-43d6-a2ab-5e49303729de,MovingAverage,classical,protocol:test_r000,
b8a8d3fc-06dc-417d-a4ff-aed7d584dfcc,protocol:test_r001,NO,0.000000,4.079064,6.450293,f5973ec7-38c2-4b5c-b291-19b2675a40ba,MovingAverage,classical,protocol:test_r001,
b8a8d3fc-06dc-417d-a4ff-aed7d584dfcc,protocol:test_r002,NO,0.000000,3.078941,4.729881,915941c5-6b11-4d6e-90c0-e4aef949cac1,MovingAverage,classical,protocol:test_r002,
b8a8d3fc-06dc-417d-a4ff-aed7d584dfcc,protocol:test_r003,NO,0.000000,2.765467,4.037542,191da074-d820-4276-9d16-e5d352723b77,MovingAverage,classical,protocol:test_r003,
b8a8d3fc-06dc-417d-a4ff-aed7d584dfcc,protocol:test_r004,NO,0.000000,4.217361,6.705850,613d5436-3288-4559-b74a-0c37944e1d28,MovingAverage,classical,protocol:test_r004,
f323ea5c-68d0-411f-9155-502a0e350f80,protocol:test_r000,NO,0.000000,2.822590,3.905785,541a192e-2a65-4466-ba7d-7299d31c4cd0,NearestInterpolation,classical,protocol:test_r000,
f323ea5c-68d0-411f-9155-502a0e350f80,protocol:test_r001,NO,0.000000,3.791623,5.972159,6e4650df-fcd3-425c-9e5d-99e651cebc43,NearestInterpolation,classical,protocol:test_r001,
f323ea5c-68d0-411f-9155-502a0e350f80,protocol:test_r002,NO,0.000000,2.961256,4.202294,e26ac79e-9a6d-4ccd-b732-62a208c86faf,NearestInterpolation,classical,protocol:test_r002,
f323ea5c-68d0-411f-9155-502a0e350f80,protocol:test_r003,NO,0.000000,2.747583,3.902396,95fe7a45-5a03-4e2b-8431-14c0f3c0fe8e,NearestInterpolation,classical,protocol:test_r003,
f323ea5c-68d0-411f-9155-502a0e350f80,protocol:test_r004,NO,0.000000,3.999960,6.277586,69ff32d0-29cf-403c-93e7-973547a1f5b0,NearestInterpolation,classical,protocol:test_r004,
510e6b79-4247-4ad4-af90-164ef33d9250,protocol:test_r000,NO,0.000000,23.596801,32.484039,4b2cf43b-8326-4aba-9005-fdce7811cd04,SAITS,dl_temporal,protocol:test_r000,
510e6b79-4247-4ad4-af90-164ef33d9250,protocol:test_r001,NO,0.000000,23.677461,32.487367,20521853-447f-467c-8cea-07617361839e,SAITS,dl_temporal,protocol:test_r001,
510e6b79-4247-4ad4-af90-164ef33d9250,protocol:test_r002,NO,0.000000,23.821627,33.144710,5b0efab6-41bc-48bc-b72c-15397ac01634,SAITS,dl_temporal,protocol:test_r002,
510e6b79-4247-4ad4-af90-164ef33d9250,protocol:test_r003,NO,0.000000,23.406046,32.285108,f60f35cd-0838-4a18-a83f-a0adb204fd82,SAITS,dl_temporal,protocol:test_r003,
510e6b79-4247-4ad4-af90-164ef33d9250,protocol:test_r004,NO,0.000000,24.062577,32.848207,01e3eaa0-e8ca-496d-b500-867f29480a8a,SAITS,dl_temporal,protocol:test_r004,
3d7dd928-9794-4869-81ec-76fbdda1db01,protocol:test_r000,NO,0.000000,23.261475,31.901063,83acd948-0040-47ba-b7b9-5f63640c955e,SAITS-LC,dl_temporal,protocol:test_r000,
3d7dd928-9794-4869-81ec-76fbdda1db01,protocol:test_r001,NO,0.000000,23.303454,31.826621,eeb706d3-4d91-4957-8e6b-b9114c1e86e6,SAITS-LC,dl_temporal,protocol:test_r001,
3d7dd928-9794-4869-81ec-76fbdda1db01,protocol:test_r002,NO,0.000000,23.143506,32.065251,647fc8e8-d80c-4b29-8cce-fb1b262c9947,SAITS-LC,dl_temporal,protocol:test_r002,
3d7dd928-9794-4869-81ec-76fbdda1db01,protocol:test_r003,NO,0.000000,22.936303,31.496203,ef3e2231-5208-4abf-85e6-a023328c1a0c,SAITS-LC,dl_temporal,protocol:test_r003,
3d7dd928-9794-4869-81ec-76fbdda1db01,protocol:test_r004,NO,0.000000,23.719854,32.258014,7e2b34a3-c01c-49ab-9a79-624ed4f321be,SAITS-LC,dl_temporal,protocol:test_r004,
58ff40b4-4e64-4d2d-bf7d-0602447331fa,protocol:test_r000,NO,0.000000,23.397385,32.158286,76abd8e2-93a4-46cd-9909-d6b66e1db96c,SAITS-LCH,dl_temporal,protocol:test_r000,
58ff40b4-4e64-4d2d-bf7d-0602447331fa,protocol:test_r001,NO,0.000000,23.466238,32.134252,c378e48a-408a-4961-a8ed-737d80eed97e,SAITS-LCH,dl_temporal,protocol:test_r001,
58ff40b4-4e64-4d2d-bf7d-0602447331fa,protocol:test_r002,NO,0.000000,23.547871,32.710096,e9016f0c-2f53-4d4f-9458-e4d41987c726,SAITS-LCH,dl_temporal,protocol:test_r002,
58ff40b4-4e64-4d2d-bf7d-0602447331fa,protocol:test_r003,NO,0.000000,23.182152,31.866594,0b226a59-dbfe-4613-a0a6-ca05eb379704,SAITS-LCH,dl_temporal,protocol:test_r003,
58ff40b4-4e64-4d2d-bf7d-0602447331fa,protocol:test_r004,NO,0.000000,23.853572,32.523103,a5f8afe1-2d67-4ea0-b01e-cb30dfb5e143,SAITS-LCH,dl_temporal,protocol:test_r004,
3fc5eeaf-3963-4779-8adc-6340c61c640f,protocol:test_r000,NO,0.000000,9.695414,17.035466,12c3d720-7286-4f27-b2e0-fa484359a4c5,SeasonalNaive,classical,protocol:test_r000,
3fc5eeaf-3963-4779-8adc-6340c61c640f,protocol:test_r001,NO,0.000000,11.194550,19.435197,02da8d05-e90f-4574-b495-f2158e8eb937,SeasonalNaive,classical,protocol:test_r001,
3fc5eeaf-3963-4779-8adc-6340c61c640f,protocol:test_r002,NO,0.000000,9.901399,17.568405,3123e726-10ce-4783-bb74-2d0ae9cd1c3a,SeasonalNaive,classical,protocol:test_r002,
3fc5eeaf-3963-4779-8adc-6340c61c640f,protocol:test_r003,NO,0.000000,9.386756,16.995895,0b408854-52d6-4876-bf7e-6cca0b1e7088,SeasonalNaive,classical,protocol:test_r003,
3fc5eeaf-3963-4779-8adc-6340c61c640f,protocol:test_r004,NO,0.000000,11.328224,19.599748,4713f9a4-3bdb-405d-b1c7-d1290fcfdc91,SeasonalNaive,classical,protocol:test_r004,
d151ee3e-d2c6-4782-a2c5-55f830b29564,protocol:test_r000,NO,0.000000,17.061927,26.119611,1ecb0945-e23f-4cad-8f7b-2c3bc532ddc3,Simple GRU,dl_temporal,protocol:test_r000,
d151ee3e-d2c6-4782-a2c5-55f830b29564,protocol:test_r001,NO,0.000000,17.404011,26.678241,6b87e158-a9e1-4530-bf2c-9344cd623c3f,Simple GRU,dl_temporal,protocol:test_r001,
d151ee3e-d2c6-4782-a2c5-55f830b29564,protocol:test_r002,NO,0.000000,17.179621,26.326274,ac459551-ee55-432b-9272-12d80e06b264,Simple GRU,dl_temporal,protocol:test_r002,
d151ee3e-d2c6-4782-a2c5-55f830b29564,protocol:test_r003,NO,0.000000,16.876654,26.037781,464e8742-50a6-4fb7-b3fb-dbec0b26d88a,Simple GRU,dl_temporal,protocol:test_r003,
d151ee3e-d2c6-4782-a2c5-55f830b29564,protocol:test_r004,NO,0.000000,17.626255,27.065435,b5d80eed-e44d-4cdd-8c41-021ca871b3c4,Simple GRU,dl_temporal,protocol:test_r004,
8cb5f071-edb8-4d00-9e53-0ae2a8c871de,protocol:test_r000,NO,0.000000,15.665595,25.184554,58e3467b-4392-4d64-a667-cb163eed00e9,Simple LSTM,dl_temporal,protocol:test_r000,
8cb5f071-edb8-4d00-9e53-0ae2a8c871de,protocol:test_r001,NO,0.000000,16.145086,25.954570,d4ee3267-0cb8-4477-9017-559c41d0a9ce,Simple LSTM,dl_temporal,protocol:test_r001,
8cb5f071-edb8-4d00-9e53-0ae2a8c871de,protocol:test_r002,NO,0.000000,15.774463,25.485023,fc099c79-e9f8-448c-9cde-9df66fb0a2fa,Simple LSTM,dl_temporal,protocol:test_r002,
8cb5f071-edb8-4d00-9e53-0ae2a8c871de,protocol:test_r003,NO,0.000000,15.576374,25.267282,c3bb05f9-8885-46d1-a9c3-1d7458f84876,Simple LSTM,dl_temporal,protocol:test_r003,
8cb5f071-edb8-4d00-9e53-0ae2a8c871de,protocol:test_r004,NO,0.000000,16.570999,26.453143,e49661d7-d744-41d2-bad9-7d646caee4b5,Simple LSTM,dl_temporal,protocol:test_r004,
41a3c283-a634-4e93-b791-b468b3578521,protocol:test_r000,NO,0.000000,16.477938,24.463727,3810b0a1-dfdc-4113-99da-42d853110263,Simple RNN,dl_temporal,protocol:test_r000,
41a3c283-a634-4e93-b791-b468b3578521,protocol:test_r001,NO,0.000000,16.748740,24.903964,0ab680ee-1b28-4dee-9f6e-e3b9192a2914,Simple RNN,dl_temporal,protocol:test_r001,
41a3c283-a634-4e93-b791-b468b3578521,protocol:test_r002,NO,0.000000,16.587943,24.704258,23d5c03c-8e43-4cc5-b23f-a97210d150c8,Simple RNN,dl_temporal,protocol:test_r002,
41a3c283-a634-4e93-b791-b468b3578521,protocol:test_r003,NO,0.000000,16.416589,24.483377,a312ceb0-ca72-4b61-8688-3cef64f3a200,Simple RNN,dl_temporal,protocol:test_r003,
41a3c283-a634-4e93-b791-b468b3578521,protocol:test_r004,NO,0.000000,17.161344,25.360695,8a5baeaa-ac73-40f4-9a29-9399678f4d93,Simple RNN,dl_temporal,protocol:test_r004,
629b66a7-144c-4e53-b545-b7632fbebbf2,protocol:test_r000,NO2,0.000000,33.149862,45.004530,618f8861-4fe2-40a5-996f-06bd8dd91e15,BRITS,dl_temporal,protocol:test_r000,
629b66a7-144c-4e53-b545-b7632fbebbf2,protocol:test_r001,NO2,0.000000,31.857115,43.562030,a4508dfd-78b1-4763-97b8-93cc54bfc009,BRITS,dl_temporal,protocol:test_r001,
629b66a7-144c-4e53-b545-b7632fbebbf2,protocol:test_r002,NO2,0.000000,32.855629,45.033450,d5174de0-1c49-42b0-8f86-3c60eed0dc80,BRITS,dl_temporal,protocol:test_r002,
629b66a7-144c-4e53-b545-b7632fbebbf2,protocol:test_r003,NO2,0.000000,32.441657,44.385664,94e3952e-53b2-410a-b82f-75e6ea659dd8,BRITS,dl_temporal,protocol:test_r003,
629b66a7-144c-4e53-b545-b7632fbebbf2,protocol:test_r004,NO2,0.000000,32.439654,44.559943,839a032b-a9c0-406d-9227-f0f3600dba01,BRITS,dl_temporal,protocol:test_r004,
fa799f9d-f7be-441a-9fa2-27cd6f6b0c0f,protocol:test_r000,NO2,0.000000,3.231573,4.175084,56254bd3-2862-4c44-aba6-52dc3f233ad0,BackwardFill,classical,protocol:test_r000,
fa799f9d-f7be-441a-9fa2-27cd6f6b0c0f,protocol:test_r001,NO2,0.000000,3.378422,4.788107,57c2fe10-b3da-4a99-99c1-248079dc78f0,BackwardFill,classical,protocol:test_r001,
fa799f9d-f7be-441a-9fa2-27cd6f6b0c0f,protocol:test_r002,NO2,0.000000,3.309419,4.488959,6833af5b-5e56-4ce6-88cf-c29da6434d59,BackwardFill,classical,protocol:test_r002,
fa799f9d-f7be-441a-9fa2-27cd6f6b0c0f,protocol:test_r003,NO2,0.000000,3.200814,4.233647,322804c5-bdd9-4937-8408-a6ad0e5e59a8,BackwardFill,classical,protocol:test_r003,
fa799f9d-f7be-441a-9fa2-27cd6f6b0c0f,protocol:test_r004,NO2,0.000000,3.458678,4.936858,2fbc0481-d5dc-4708-a33f-d7c96cac5f34,BackwardFill,classical,protocol:test_r004,
b8ad1bf8-4e74-4697-bbc4-76c160831413,protocol:test_r000,NO2,0.000000,3.066009,4.018158,b5c610bb-f77d-43ec-8e71-d210cd1647f3,ExponentialSmoothing,classical,protocol:test_r000,
b8ad1bf8-4e74-4697-bbc4-76c160831413,protocol:test_r001,NO2,0.000000,3.183819,4.611627,55a7eb77-e085-43ee-9bec-05ea360f8b51,ExponentialSmoothing,classical,protocol:test_r001,
b8ad1bf8-4e74-4697-bbc4-76c160831413,protocol:test_r002,NO2,0.000000,3.162223,4.389027,a194c7de-e401-451b-b315-72d67644c1a8,ExponentialSmoothing,classical,protocol:test_r002,
b8ad1bf8-4e74-4697-bbc4-76c160831413,protocol:test_r003,NO2,0.000000,2.963625,3.978697,7f8c3957-9799-46e8-bad8-049290e75e43,ExponentialSmoothing,classical,protocol:test_r003,
b8ad1bf8-4e74-4697-bbc4-76c160831413,protocol:test_r004,NO2,0.000000,3.238868,4.761520,7393dc34-2e89-4ebe-ba16-aff403058b1d,ExponentialSmoothing,classical,protocol:test_r004,
a3b5081b-0f46-419d-8018-61bd8997fef3,protocol:test_r000,NO2,0.000000,28.283378,40.793295,5d046bc6-7c95-45a7-942d-452fef483ad4,GRU-D,dl_temporal,protocol:test_r000,
a3b5081b-0f46-419d-8018-61bd8997fef3,protocol:test_r001,NO2,0.000000,27.149648,39.552197,aa4cee28-825f-4e1b-a933-7b9d47d068e9,GRU-D,dl_temporal,protocol:test_r001,
a3b5081b-0f46-419d-8018-61bd8997fef3,protocol:test_r002,NO2,0.000000,27.927884,40.784035,5eb77775-3440-495e-b279-80670307e87c,GRU-D,dl_temporal,protocol:test_r002,
a3b5081b-0f46-419d-8018-61bd8997fef3,protocol:test_r003,NO2,0.000000,27.653706,40.287644,e1ebfad5-48ee-4a34-b026-9569beb6ed58,GRU-D,dl_temporal,protocol:test_r003,
a3b5081b-0f46-419d-8018-61bd8997fef3,protocol:test_r004,NO2,0.000000,27.504294,40.356587,1f39459a-7a38-4c35-af77-61ef86338cc8,GRU-D,dl_temporal,protocol:test_r004,
e3b1da1c-f897-4205-ba18-760988645dc7,protocol:test_r000,NO2,0.000000,3.323966,4.328893,f5d12f5b-396c-4167-9194-75b817a7c2a1,LOCF,naive,protocol:test_r000,
e3b1da1c-f897-4205-ba18-760988645dc7,protocol:test_r001,NO2,0.000000,3.440672,4.916972,86900202-adca-4563-bc35-7a201f9e3682,LOCF,naive,protocol:test_r001,
e3b1da1c-f897-4205-ba18-760988645dc7,protocol:test_r002,NO2,0.000000,3.401502,4.666716,cbe4465d-b499-4ece-8acb-7eb1a8e0ddeb,LOCF,naive,protocol:test_r002,
e3b1da1c-f897-4205-ba18-760988645dc7,protocol:test_r003,NO2,0.000000,3.228239,4.284164,2349d26b-576a-4b5e-b28b-9e7a2f69a182,LOCF,naive,protocol:test_r003,
e3b1da1c-f897-4205-ba18-760988645dc7,protocol:test_r004,NO2,0.000000,3.487793,5.041028,d63de020-c2e4-44a6-8452-afc646698b4a,LOCF,naive,protocol:test_r004,
8a14caf0-0c41-4987-a269-feef8d60c750,protocol:test_r000,NO2,0.000000,2.717698,3.471660,e94801b7-f07a-4f9d-8e3b-4221782076fd,LinearInterpolation,naive,protocol:test_r000,
8a14caf0-0c41-4987-a269-feef8d60c750,protocol:test_r001,NO2,0.000000,2.801630,4.005427,665eb43f-1537-47cb-9139-2923c57c675d,LinearInterpolation,naive,protocol:test_r001,
8a14caf0-0c41-4987-a269-feef8d60c750,protocol:test_r002,NO2,0.000000,2.651052,3.427713,16352d00-d830-4700-9799-b3d94b00bb43,LinearInterpolation,naive,protocol:test_r002,
8a14caf0-0c41-4987-a269-feef8d60c750,protocol:test_r003,NO2,0.000000,2.676575,3.526893,516e04dc-c0ad-4c92-b049-48c23b54dd4a,LinearInterpolation,naive,protocol:test_r003,
8a14caf0-0c41-4987-a269-feef8d60c750,protocol:test_r004,NO2,0.000000,2.843879,4.075889,311f36e5-6290-4664-a17e-d4f16d75382c,LinearInterpolation,naive,protocol:test_r004,
78ded0bb-6209-43f4-9498-7c19e0cc382a,protocol:test_r000,NO2,0.000000,13.447015,20.564111,c9516122-e4e8-459c-ae8f-e550abfa9387,Mean,naive,protocol:test_r000,
78ded0bb-6209-43f4-9498-7c19e0cc382a,protocol:test_r001,NO2,0.000000,11.044452,18.413059,1b26b84a-ea01-4a6b-bde6-1feac8e07dc7,Mean,naive,protocol:test_r001,
78ded0bb-6209-43f4-9498-7c19e0cc382a,protocol:test_r002,NO2,0.000000,12.387650,19.127769,707aec4a-6879-45f5-9c6a-5c503c6babf9,Mean,naive,protocol:test_r002,
78ded0bb-6209-43f4-9498-7c19e0cc382a,protocol:test_r003,NO2,0.000000,11.131612,18.448341,5530b4e4-209d-4ee4-b66e-749a2476e25f,Mean,naive,protocol:test_r003,
78ded0bb-6209-43f4-9498-7c19e0cc382a,protocol:test_r004,NO2,0.000000,11.095632,18.491437,bb4ab87e-f808-42ea-b484-1352d033aaa6,Mean,naive,protocol:test_r004,
9d8705a3-9539-413e-946c-12014a9a5044,protocol:test_r000,NO2,0.000000,14.042410,21.948565,aa40ab2e-f789-46da-9e57-2dbf5b9206ef,Median,naive,protocol:test_r000,
9d8705a3-9539-413e-946c-12014a9a5044,protocol:test_r001,NO2,0.000000,11.888767,20.403747,7b0a53f6-ada9-4e89-b251-f41a9ba0f23f,Median,naive,protocol:test_r001,
9d8705a3-9539-413e-946c-12014a9a5044,protocol:test_r002,NO2,0.000000,13.049174,20.743896,d062c6bd-e1a8-47f5-b495-25f548ae6b35,Median,naive,protocol:test_r002,
9d8705a3-9539-413e-946c-12014a9a5044,protocol:test_r003,NO2,0.000000,12.010507,20.497448,e8b77a94-f216-43d1-b4e4-999676830bdb,Median,naive,protocol:test_r003,
9d8705a3-9539-413e-946c-12014a9a5044,protocol:test_r004,NO2,0.000000,11.919483,20.487525,e3f2566a-191a-4504-ab7a-9a26ef764856,Median,naive,protocol:test_r004,
b8a8d3fc-06dc-417d-a4ff-aed7d584dfcc,protocol:test_r000,NO2,0.000000,3.201336,4.173208,b92af9a5-ec9d-43d6-a2ab-5e49303729de,MovingAverage,classical,protocol:test_r000,
b8a8d3fc-06dc-417d-a4ff-aed7d584dfcc,protocol:test_r001,NO2,0.000000,3.327919,4.788138,f5973ec7-38c2-4b5c-b291-19b2675a40ba,MovingAverage,classical,protocol:test_r001,
b8a8d3fc-06dc-417d-a4ff-aed7d584dfcc,protocol:test_r002,NO2,0.000000,3.276909,4.523064,915941c5-6b11-4d6e-90c0-e4aef949cac1,MovingAverage,classical,protocol:test_r002,
b8a8d3fc-06dc-417d-a4ff-aed7d584dfcc,protocol:test_r003,NO2,0.000000,3.108157,4.141085,191da074-d820-4276-9d16-e5d352723b77,MovingAverage,classical,protocol:test_r003,
b8a8d3fc-06dc-417d-a4ff-aed7d584dfcc,protocol:test_r004,NO2,0.000000,3.376306,4.917732,613d5436-3288-4559-b74a-0c37944e1d28,MovingAverage,classical,protocol:test_r004,
f323ea5c-68d0-411f-9155-502a0e350f80,protocol:test_r000,NO2,0.000000,3.148844,4.047310,541a192e-2a65-4466-ba7d-7299d31c4cd0,NearestInterpolation,classical,protocol:test_r000,
f323ea5c-68d0-411f-9155-502a0e350f80,protocol:test_r001,NO2,0.000000,3.242584,4.561425,6e4650df-fcd3-425c-9e5d-99e651cebc43,NearestInterpolation,classical,protocol:test_r001,
f323ea5c-68d0-411f-9155-502a0e350f80,protocol:test_r002,NO2,0.000000,3.132612,4.104566,e26ac79e-9a6d-4ccd-b732-62a208c86faf,NearestInterpolation,classical,protocol:test_r002,
f323ea5c-68d0-411f-9155-502a0e350f80,protocol:test_r003,NO2,0.000000,3.093281,4.067239,95fe7a45-5a03-4e2b-8431-14c0f3c0fe8e,NearestInterpolation,classical,protocol:test_r003,
f323ea5c-68d0-411f-9155-502a0e350f80,protocol:test_r004,NO2,0.000000,3.282833,4.640990,69ff32d0-29cf-403c-93e7-973547a1f5b0,NearestInterpolation,classical,protocol:test_r004,
