algorithm_id,station_label,recipe_label,family,n,mean_rmse,std_rmse,median_rmse,mean_mae,mean_runtime,rank,is_best,rank_allowed,comparison_status,claim_level
galpi,full_grid,MCAR 50%,classical,20,9.920138221970115,0.05214890917215749,9.917973894412142,4.625631204452755,27.296601680000276,3,False,True,compatible,bounded_comparison
nearest_interpolation,full_grid,MCAR 50%,classical,20,10.299357647049899,0.0362746604293935,10.304985930980983,5.048414195806517,0.6141295249996801,4,False,True,compatible,bounded_comparison
cubic_spline,full_grid,MNAR 10%,classical,20,6.8778611993869445,0.13806939198016405,6.882582481845027,3.6926649964460454,1.1064899400002104,1,True,True,compatible,bounded_comparison
linear_interpolation,full_grid,MNAR 10%,naive,20,7.18434813452542,0.1505571673368014,7.166153184235471,3.8866016078993666,0.12286351500024466,2,False,True,compatible,bounded_comparison
galpi,full_grid,MNAR 10%,classical,20,7.222570611386364,0.14586723966488657,7.246158652127253,3.892547204886088,2.2555207499998686,3,False,True,compatible,bounded_comparison
nearest_interpolation,full_grid,MNAR 10%,classical,20,12.192266054746161,0.13282055788407454,12.182698815268978,6.985162493613058,0.2025565400001142,4,False,True,compatible,bounded_comparison
cubic_spline,full_grid,MNAR 30%,classical,20,7.738366710948038,0.08502074565829126,7.71456975770541,4.054535662101383,3.821365369999694,1,True,True,compatible,bounded_comparison
linear_interpolation,full_grid,MNAR 30%,naive,20,8.176580221717273,0.08347321940958768,8.18539129824082,4.28905858481831,0.1288440749998699,2,False,True,compatible,bounded_comparison
galpi,full_grid,MNAR 30%,classical,20,8.92995216318462,0.131820423365683,8.915033488818867,4.4345860165712265,3.189338759999919,3,False,True,compatible,bounded_comparison
nearest_interpolation,full_grid,MNAR 30%,classical,20,12.744925775530595,0.06675288098471124,12.74808636466867,7.16934829314345,0.2203076199998577,4,False,True,compatible,bounded_comparison
cubic_spline,full_grid,MNAR 50%,classical,20,9.185920454265576,0.1016692582037382,9.186739190980864,4.5678491276786435,5.018232019999869,1,True,True,compatible,bounded_comparison
linear_interpolation,full_grid,MNAR 50%,naive,20,10.231977276673316,0.0942667489844462,10.235372352923719,4.955954922872459,0.182885565000106,2,False,True,compatible,bounded_comparison
galpi,full_grid,MNAR 50%,classical,20,13.67042164223649,0.21019520529586605,13.637225435783764,5.676244050938265,5.57869170999993,3,False,True,compatible,bounded_comparison
nearest_interpolation,full_grid,MNAR 50%,classical,20,14.228457268352576,0.09201855540057993,14.215224174830631,7.609623721653158,0.2581407300002866,4,False,True,compatible,bounded_comparison
