object_type,object_id,result_id,algorithm_id,run_id,dataset_id,phase_key,status,experiment_domain,actual_execution_class,graph_policy,graph_fingerprint,benchmark_contract_id,benchmark_mask_bank_id,current_experiment_id,suggested_experiment_id,user_approved_experiment_id,reason
result,f8756d5d-c728-44ab-bf9e-c553882f68de,f8756d5d-c728-44ab-bf9e-c553882f68de,stgcn,c4a2ea41-6e16-492b-9091-8f45a9575bd4,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,5a345f47-e01d-4f0a-a9a1-bf051f02c659,ab272862-a6c1-4906-86f6-94c150844aee,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,006624e3-fa0d-4637-a2eb-b6cf3e03bc1d,006624e3-fa0d-4637-a2eb-b6cf3e03bc1d,stgcn,c4a2ea41-6e16-492b-9091-8f45a9575bd4,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,5a345f47-e01d-4f0a-a9a1-bf051f02c659,ab272862-a6c1-4906-86f6-94c150844aee,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,faee1a4f-bea6-4cc2-a1f8-eb86fd88a9fd,faee1a4f-bea6-4cc2-a1f8-eb86fd88a9fd,stgcn,c4a2ea41-6e16-492b-9091-8f45a9575bd4,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,5a345f47-e01d-4f0a-a9a1-bf051f02c659,ab272862-a6c1-4906-86f6-94c150844aee,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,a05bc9fa-315c-4b8d-bcf7-01918c95f3d7,a05bc9fa-315c-4b8d-bcf7-01918c95f3d7,stgcn,c4a2ea41-6e16-492b-9091-8f45a9575bd4,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,5a345f47-e01d-4f0a-a9a1-bf051f02c659,ab272862-a6c1-4906-86f6-94c150844aee,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,4d0770d8-11e8-4ff3-88f1-c6bdfad243ec,4d0770d8-11e8-4ff3-88f1-c6bdfad243ec,stgcn,8bcb7a3d-4208-40bc-8ca7-a5badf4f3fac,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,a07fc937-415a-4734-abb6-dae4b50cab68,c94df2be-b327-4cd2-bd90-7a5b00610aad,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,3755b64e-a4dd-4888-88f4-3f54be4d7b1d,3755b64e-a4dd-4888-88f4-3f54be4d7b1d,stgcn,8bcb7a3d-4208-40bc-8ca7-a5badf4f3fac,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,a07fc937-415a-4734-abb6-dae4b50cab68,c94df2be-b327-4cd2-bd90-7a5b00610aad,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,abb2df46-3186-4708-adf1-86653dea18d5,abb2df46-3186-4708-adf1-86653dea18d5,stgcn,8bcb7a3d-4208-40bc-8ca7-a5badf4f3fac,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,a07fc937-415a-4734-abb6-dae4b50cab68,c94df2be-b327-4cd2-bd90-7a5b00610aad,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,8ed14e72-40bb-412c-8912-b9b101ea7cdb,8ed14e72-40bb-412c-8912-b9b101ea7cdb,stgcn,8bcb7a3d-4208-40bc-8ca7-a5badf4f3fac,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,a07fc937-415a-4734-abb6-dae4b50cab68,c94df2be-b327-4cd2-bd90-7a5b00610aad,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,181c35f0-3036-47ff-80b3-4be2c73dd5e5,181c35f0-3036-47ff-80b3-4be2c73dd5e5,stgcn,8bcb7a3d-4208-40bc-8ca7-a5badf4f3fac,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,a07fc937-415a-4734-abb6-dae4b50cab68,c94df2be-b327-4cd2-bd90-7a5b00610aad,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,53c7be02-eec6-4f22-b082-ed41d21cf932,53c7be02-eec6-4f22-b082-ed41d21cf932,stgcn,3ef2f036-a2c3-427c-ad4d-d5f3d3022aeb,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,6b11c265-a769-43e0-a7d4-4f3b87505a0d,dfe01aad-97ad-4621-b1f8-adcebd13c6f9,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,537de68e-b8ef-4fb4-9382-4f74d83b5c5f,537de68e-b8ef-4fb4-9382-4f74d83b5c5f,stgcn,3ef2f036-a2c3-427c-ad4d-d5f3d3022aeb,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,6b11c265-a769-43e0-a7d4-4f3b87505a0d,dfe01aad-97ad-4621-b1f8-adcebd13c6f9,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,c55ddbd1-71b0-40d4-ae3d-2dc382b280e6,c55ddbd1-71b0-40d4-ae3d-2dc382b280e6,stgcn,3ef2f036-a2c3-427c-ad4d-d5f3d3022aeb,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,6b11c265-a769-43e0-a7d4-4f3b87505a0d,dfe01aad-97ad-4621-b1f8-adcebd13c6f9,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,aa4823bb-0574-482f-b417-b051e77fdf8d,aa4823bb-0574-482f-b417-b051e77fdf8d,stgcn,3ef2f036-a2c3-427c-ad4d-d5f3d3022aeb,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,6b11c265-a769-43e0-a7d4-4f3b87505a0d,dfe01aad-97ad-4621-b1f8-adcebd13c6f9,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,393c461c-0bad-49be-b58f-b5d0c9f8264a,393c461c-0bad-49be-b58f-b5d0c9f8264a,stgcn,3ef2f036-a2c3-427c-ad4d-d5f3d3022aeb,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,6b11c265-a769-43e0-a7d4-4f3b87505a0d,dfe01aad-97ad-4621-b1f8-adcebd13c6f9,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,5a0d79f5-1164-4ccf-b858-9adae87c6119,5a0d79f5-1164-4ccf-b858-9adae87c6119,stgcn,52a8fbd8-e2e8-4cee-afa8-1758ffd7c19f,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,4e000b92-531f-4ea8-9366-69a915c66c35,21cf7f87-c4d4-4ae4-80f1-07ec03758216,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,216722d7-81bd-44e2-bd14-487b6e5a16c5,216722d7-81bd-44e2-bd14-487b6e5a16c5,stgcn,52a8fbd8-e2e8-4cee-afa8-1758ffd7c19f,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,4e000b92-531f-4ea8-9366-69a915c66c35,21cf7f87-c4d4-4ae4-80f1-07ec03758216,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,98e95287-229c-4b28-889a-c57a9f9cab7b,98e95287-229c-4b28-889a-c57a9f9cab7b,stgcn,52a8fbd8-e2e8-4cee-afa8-1758ffd7c19f,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,4e000b92-531f-4ea8-9366-69a915c66c35,21cf7f87-c4d4-4ae4-80f1-07ec03758216,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,a49a93bb-9ab9-4bac-a0c7-077d4623ea70,a49a93bb-9ab9-4bac-a0c7-077d4623ea70,stgcn,52a8fbd8-e2e8-4cee-afa8-1758ffd7c19f,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,4e000b92-531f-4ea8-9366-69a915c66c35,21cf7f87-c4d4-4ae4-80f1-07ec03758216,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,3e9e4f5c-872b-42be-ac78-b69ee6dd9ac9,3e9e4f5c-872b-42be-ac78-b69ee6dd9ac9,stgcn,52a8fbd8-e2e8-4cee-afa8-1758ffd7c19f,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,4e000b92-531f-4ea8-9366-69a915c66c35,21cf7f87-c4d4-4ae4-80f1-07ec03758216,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,580f6e1f-1105-4183-9e51-edc2310aa745,580f6e1f-1105-4183-9e51-edc2310aa745,grin,b5c9e02f-81e0-43b9-b3a3-1968dc1f595c,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,b7071efa-15b0-4e8e-a7f8-9a33705587bf,92206edb-a799-436d-8f63-8c08fe715753,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,d50bec30-7bf5-4399-a3cb-49fc1177d5cb,d50bec30-7bf5-4399-a3cb-49fc1177d5cb,grin,b5c9e02f-81e0-43b9-b3a3-1968dc1f595c,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,b7071efa-15b0-4e8e-a7f8-9a33705587bf,92206edb-a799-436d-8f63-8c08fe715753,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,79f269d5-7ae3-4210-8517-6b4332a38458,79f269d5-7ae3-4210-8517-6b4332a38458,grin,b5c9e02f-81e0-43b9-b3a3-1968dc1f595c,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,b7071efa-15b0-4e8e-a7f8-9a33705587bf,92206edb-a799-436d-8f63-8c08fe715753,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,5367830f-7052-495c-a0a7-25a77206a8fd,5367830f-7052-495c-a0a7-25a77206a8fd,grin,b5c9e02f-81e0-43b9-b3a3-1968dc1f595c,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,b7071efa-15b0-4e8e-a7f8-9a33705587bf,92206edb-a799-436d-8f63-8c08fe715753,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,73107f3c-b1aa-43e9-b8c5-86e0919494d7,73107f3c-b1aa-43e9-b8c5-86e0919494d7,grin,b5c9e02f-81e0-43b9-b3a3-1968dc1f595c,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,b7071efa-15b0-4e8e-a7f8-9a33705587bf,92206edb-a799-436d-8f63-8c08fe715753,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,1aa3da0e-f878-4141-a7d1-0b1a0712ce36,1aa3da0e-f878-4141-a7d1-0b1a0712ce36,grin,3ed2c6ff-e508-4093-972a-0315503f577a,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,48cd32ea-da71-4ce0-8433-51c01ee1f4fb,187f5c93-de6b-4c10-b9d1-21aa2dacebd1,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,fa962b61-a9f0-445e-9f22-44439eba0c8e,fa962b61-a9f0-445e-9f22-44439eba0c8e,grin,3ed2c6ff-e508-4093-972a-0315503f577a,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,48cd32ea-da71-4ce0-8433-51c01ee1f4fb,187f5c93-de6b-4c10-b9d1-21aa2dacebd1,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,65b5b484-9ff2-448c-a158-a590cae3f82a,65b5b484-9ff2-448c-a158-a590cae3f82a,grin,3ed2c6ff-e508-4093-972a-0315503f577a,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,48cd32ea-da71-4ce0-8433-51c01ee1f4fb,187f5c93-de6b-4c10-b9d1-21aa2dacebd1,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,dcefa2cd-9366-4c27-bee0-fa4726a1604e,dcefa2cd-9366-4c27-bee0-fa4726a1604e,grin,3ed2c6ff-e508-4093-972a-0315503f577a,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,48cd32ea-da71-4ce0-8433-51c01ee1f4fb,187f5c93-de6b-4c10-b9d1-21aa2dacebd1,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,5d649dbb-b09f-4953-a4c7-0d9439299abd,5d649dbb-b09f-4953-a4c7-0d9439299abd,grin,3ed2c6ff-e508-4093-972a-0315503f577a,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,48cd32ea-da71-4ce0-8433-51c01ee1f4fb,187f5c93-de6b-4c10-b9d1-21aa2dacebd1,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,79020b31-ed5a-4c83-97e5-19d62e73e17b,79020b31-ed5a-4c83-97e5-19d62e73e17b,grin,079662e8-f596-40ee-ad19-d436053c6029,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,5a345f47-e01d-4f0a-a9a1-bf051f02c659,ab272862-a6c1-4906-86f6-94c150844aee,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,b238fc47-8ce8-4490-9b18-f7ba4b3f4f41,b238fc47-8ce8-4490-9b18-f7ba4b3f4f41,grin,079662e8-f596-40ee-ad19-d436053c6029,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,5a345f47-e01d-4f0a-a9a1-bf051f02c659,ab272862-a6c1-4906-86f6-94c150844aee,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,efe51107-012e-4a3a-8ce7-676d7381b994,efe51107-012e-4a3a-8ce7-676d7381b994,grin,079662e8-f596-40ee-ad19-d436053c6029,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,5a345f47-e01d-4f0a-a9a1-bf051f02c659,ab272862-a6c1-4906-86f6-94c150844aee,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,d1ce7cc9-017a-425b-a0ee-edcb4292e397,d1ce7cc9-017a-425b-a0ee-edcb4292e397,grin,079662e8-f596-40ee-ad19-d436053c6029,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,5a345f47-e01d-4f0a-a9a1-bf051f02c659,ab272862-a6c1-4906-86f6-94c150844aee,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,ef0d0eaa-9523-48ad-976b-9d24d8dfd6fd,ef0d0eaa-9523-48ad-976b-9d24d8dfd6fd,grin,079662e8-f596-40ee-ad19-d436053c6029,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,5a345f47-e01d-4f0a-a9a1-bf051f02c659,ab272862-a6c1-4906-86f6-94c150844aee,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,8ae86254-e110-410c-b1a3-8fb7ebe70d8d,8ae86254-e110-410c-b1a3-8fb7ebe70d8d,grin,bf49a05c-c599-47a7-a346-2a06bdb8dc30,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,a07fc937-415a-4734-abb6-dae4b50cab68,c94df2be-b327-4cd2-bd90-7a5b00610aad,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
result,a154c60e-37a2-4bf8-b6a8-a911b2e0c3c1,a154c60e-37a2-4bf8-b6a8-a911b2e0c3c1,grin,bf49a05c-c599-47a7-a346-2a06bdb8dc30,fa9c7108-176e-4c68-840d-6acf3a3e59e4,test,COMPLETED,spatiotemporal,spatiotemporal,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,a07fc937-415a-4734-abb6-dae4b50cab68,c94df2be-b327-4cd2-bd90-7a5b00610aad,,exp_st,exp_st,st_predicate_match:algorithm+graph_or_domain
