bank_id,mask_family,realization_id,target_rate,realized_rate,absolute_error,hidden_count,total_count,graph_fingerprint,hidden_support_fingerprint
172c3580-bf6c-4eff-bc92-a582f99cf00a,mnar,test_r006,0.5,0.09724915095296026,0.4027508490470397,306965,3156480,,
172c3580-bf6c-4eff-bc92-a582f99cf00a,mnar,test_r007,0.5,0.09746996654501217,0.40253003345498783,307662,3156480,,
172c3580-bf6c-4eff-bc92-a582f99cf00a,mnar,test_r008,0.5,0.09704417579075426,0.40295582420924575,306318,3156480,,
172c3580-bf6c-4eff-bc92-a582f99cf00a,mnar,test_r009,0.5,0.09745919505271695,0.40254080494728306,307628,3156480,,
172c3580-bf6c-4eff-bc92-a582f99cf00a,mnar,test_r010,0.5,0.09705969941200325,0.40294030058799674,306367,3156480,,
172c3580-bf6c-4eff-bc92-a582f99cf00a,mnar,test_r011,0.5,0.09712781326034063,0.40287218673965935,306582,3156480,,
172c3580-bf6c-4eff-bc92-a582f99cf00a,mnar,test_r012,0.5,0.09714080241281427,0.40285919758718575,306623,3156480,,
172c3580-bf6c-4eff-bc92-a582f99cf00a,mnar,test_r013,0.5,0.0972938209651257,0.40270617903487427,307106,3156480,,
172c3580-bf6c-4eff-bc92-a582f99cf00a,mnar,test_r014,0.5,0.09763629105839416,0.40236370894160584,308187,3156480,,
172c3580-bf6c-4eff-bc92-a582f99cf00a,mnar,test_r015,0.5,0.09754790145985401,0.40245209854014596,307908,3156480,,
172c3580-bf6c-4eff-bc92-a582f99cf00a,mnar,test_r016,0.5,0.09737524077453366,0.40262475922546637,307363,3156480,,
172c3580-bf6c-4eff-bc92-a582f99cf00a,mnar,test_r017,0.5,0.09735084651257096,0.402649153487429,307286,3156480,,
172c3580-bf6c-4eff-bc92-a582f99cf00a,mnar,test_r018,0.5,0.09749214314679643,0.40250785685320356,307732,3156480,,
172c3580-bf6c-4eff-bc92-a582f99cf00a,mnar,test_r019,0.5,0.0975843344484996,0.40241566555150043,308023,3156480,,
850b0ae2-8035-4082-afa9-1206311c2af2,mar,test_r000,0.5,0.45153018552311436,0.04846981447688564,1425246,3156480,,
850b0ae2-8035-4082-afa9-1206311c2af2,mar,test_r001,0.5,0.4774996198296837,0.022500380170316303,1507218,3156480,,
850b0ae2-8035-4082-afa9-1206311c2af2,mar,test_r002,0.5,0.45378459549878347,0.04621540450121653,1432362,3156480,,
850b0ae2-8035-4082-afa9-1206311c2af2,mar,test_r003,0.5,0.48458979622871046,0.015410203771289543,1529598,3156480,,
850b0ae2-8035-4082-afa9-1206311c2af2,mar,test_r004,0.5,0.479467001216545,0.020532998783454992,1513428,3156480,,
850b0ae2-8035-4082-afa9-1206311c2af2,mar,test_r005,0.5,0.48351961678832117,0.01648038321167883,1526220,3156480,,
850b0ae2-8035-4082-afa9-1206311c2af2,mar,test_r006,0.5,0.48449665450121654,0.01550334549878346,1529304,3156480,,
850b0ae2-8035-4082-afa9-1206311c2af2,mar,test_r007,0.5,0.48411838503649635,0.015881614963503654,1528110,3156480,,
850b0ae2-8035-4082-afa9-1206311c2af2,mar,test_r008,0.5,0.4549384124087591,0.045061587591240904,1436004,3156480,,
850b0ae2-8035-4082-afa9-1206311c2af2,mar,test_r009,0.5,0.4531440085158151,0.0468559914841849,1430340,3156480,,
850b0ae2-8035-4082-afa9-1206311c2af2,mar,test_r010,0.5,0.45304896593673966,0.046951034063260344,1430040,3156480,,
850b0ae2-8035-4082-afa9-1206311c2af2,mar,test_r011,0.5,0.48429896593673966,0.015701034063260344,1528680,3156480,,
850b0ae2-8035-4082-afa9-1206311c2af2,mar,test_r012,0.5,0.45067480231143553,0.04932519768856447,1422546,3156480,,
850b0ae2-8035-4082-afa9-1206311c2af2,mar,test_r013,0.5,0.48597551703163017,0.014024482968369834,1533972,3156480,,
850b0ae2-8035-4082-afa9-1206311c2af2,mar,test_r014,0.5,0.45104546836982967,0.04895453163017033,1423716,3156480,,
850b0ae2-8035-4082-afa9-1206311c2af2,mar,test_r015,0.5,0.45132679440389295,0.04867320559610705,1424604,3156480,,
850b0ae2-8035-4082-afa9-1206311c2af2,mar,test_r016,0.5,0.45218027676399025,0.04781972323600975,1427298,3156480,,
850b0ae2-8035-4082-afa9-1206311c2af2,mar,test_r017,0.5,0.45364393248175183,0.04635606751824817,1431918,3156480,,
850b0ae2-8035-4082-afa9-1206311c2af2,mar,test_r018,0.5,0.4751216545012166,0.024878345498783427,1499712,3156480,,
850b0ae2-8035-4082-afa9-1206311c2af2,mar,test_r019,0.5,0.4843331812652068,0.015666818734793198,1528788,3156480,,
c2b42b87-ffa2-4c08-b8e7-af8314151765,mcar,test_r000,0.5,0.500576274837794,0.0005762748377939886,1580059,3156480,,
c2b42b87-ffa2-4c08-b8e7-af8314151765,mcar,test_r001,0.5,0.5005841950527169,0.000584195052716896,1580084,3156480,,
c2b42b87-ffa2-4c08-b8e7-af8314151765,mcar,test_r002,0.5,0.49985902017437145,0.00014097982562855105,1577795,3156480,,
c2b42b87-ffa2-4c08-b8e7-af8314151765,mcar,test_r003,0.5,0.49996420062854824,3.5799371451761264e-05,1578127,3156480,,
c2b42b87-ffa2-4c08-b8e7-af8314151765,mcar,test_r004,0.5,0.499763977595296,0.00023602240470399494,1577495,3156480,,
c2b42b87-ffa2-4c08-b8e7-af8314151765,mcar,test_r005,0.5,0.5000079202149229,7.920214922907398e-06,1578265,3156480,,
c2b42b87-ffa2-4c08-b8e7-af8314151765,mcar,test_r006,0.5,0.5002433090024331,0.00024330900243307862,1579008,3156480,,
c2b42b87-ffa2-4c08-b8e7-af8314151765,mcar,test_r007,0.5,0.4998419125101379,0.00015808748986212429,1577741,3156480,,
c2b42b87-ffa2-4c08-b8e7-af8314151765,mcar,test_r008,0.5,0.4996499265004055,0.0003500734995944832,1577135,3156480,,
c2b42b87-ffa2-4c08-b8e7-af8314151765,mcar,test_r009,0.5,0.4999531123276561,4.6887672343898235e-05,1578092,3156480,,
c2b42b87-ffa2-4c08-b8e7-af8314151765,mcar,test_r010,0.5,0.5000589263990267,5.892639902671526e-05,1578426,3156480,,
c2b42b87-ffa2-4c08-b8e7-af8314151765,mcar,test_r011,0.5,0.49960082116788324,0.0003991788321167644,1576980,3156480,,
c2b42b87-ffa2-4c08-b8e7-af8314151765,mcar,test_r012,0.5,0.5004676094890511,0.0004676094890511129,1579716,3156480,,
c2b42b87-ffa2-4c08-b8e7-af8314151765,mcar,test_r013,0.5,0.5005636024939173,0.0005636024939172923,1580019,3156480,,
c2b42b87-ffa2-4c08-b8e7-af8314151765,mcar,test_r014,0.5,0.4994085183495539,0.0005914816504460907,1576373,3156480,,
c2b42b87-ffa2-4c08-b8e7-af8314151765,mcar,test_r015,0.5,0.49968889395782645,0.00031110604217354787,1577258,3156480,,
c2b42b87-ffa2-4c08-b8e7-af8314151765,mcar,test_r016,0.5,0.5002886126317924,0.0002886126317923621,1579151,3156480,,
c2b42b87-ffa2-4c08-b8e7-af8314151765,mcar,test_r017,0.5,0.4998897506082725,0.00011024939172749049,1577892,3156480,,
c2b42b87-ffa2-4c08-b8e7-af8314151765,mcar,test_r018,0.5,0.5002220828264395,0.00022208282643954025,1578941,3156480,,
c2b42b87-ffa2-4c08-b8e7-af8314151765,mcar,test_r019,0.5,0.5002100440997567,0.0002100440997566677,1578903,3156480,,
60322f40-1a24-409b-9ab0-d481cccae102,mnar,test_r000,0.3,0.05842045569748581,0.2415795443025142,184403,3156480,,
60322f40-1a24-409b-9ab0-d481cccae102,mnar,test_r001,0.3,0.05845942315490673,0.24154057684509325,184526,3156480,,
60322f40-1a24-409b-9ab0-d481cccae102,mnar,test_r002,0.3,0.05850124188969992,0.24149875811030008,184658,3156480,,
60322f40-1a24-409b-9ab0-d481cccae102,mnar,test_r003,0.3,0.05848381741686942,0.24151618258313057,184603,3156480,,
60322f40-1a24-409b-9ab0-d481cccae102,mnar,test_r004,0.3,0.0583450552514193,0.24165494474858068,184165,3156480,,
60322f40-1a24-409b-9ab0-d481cccae102,mnar,test_r005,0.3,0.058538942112733174,0.24146105788726682,184777,3156480,,
60322f40-1a24-409b-9ab0-d481cccae102,mnar,test_r006,0.3,0.05846892741281427,0.2415310725871857,184556,3156480,,
60322f40-1a24-409b-9ab0-d481cccae102,mnar,test_r007,0.3,0.058545278284671536,0.24145472171532845,184797,3156480,,
60322f40-1a24-409b-9ab0-d481cccae102,mnar,test_r008,0.3,0.058222450324412006,0.24177754967558798,183778,3156480,,
60322f40-1a24-409b-9ab0-d481cccae102,mnar,test_r009,0.3,0.058386557177615574,0.24161344282238442,184296,3156480,,
60322f40-1a24-409b-9ab0-d481cccae102,mnar,test_r010,0.3,0.058346639294403896,0.2416533607055961,184170,3156480,,
60322f40-1a24-409b-9ab0-d481cccae102,mnar,test_r011,0.3,0.0582854952351987,0.24171450476480127,183977,3156480,,
60322f40-1a24-409b-9ab0-d481cccae102,mnar,test_r012,0.3,0.05838909164639092,0.24161090835360907,184304,3156480,,
60322f40-1a24-409b-9ab0-d481cccae102,mnar,test_r013,0.3,0.05822530160178427,0.24177469839821572,183787,3156480,,
60322f40-1a24-409b-9ab0-d481cccae102,mnar,test_r014,0.3,0.058719206204379565,0.24128079379562042,185346,3156480,,
60322f40-1a24-409b-9ab0-d481cccae102,mnar,test_r015,0.3,0.058415386759935115,0.24158461324006486,184387,3156480,,
60322f40-1a24-409b-9ab0-d481cccae102,mnar,test_r016,0.3,0.058393526966747766,0.24160647303325222,184318,3156480,,
60322f40-1a24-409b-9ab0-d481cccae102,mnar,test_r017,0.3,0.05833555099351176,0.24166444900648823,184135,3156480,,
60322f40-1a24-409b-9ab0-d481cccae102,mnar,test_r018,0.3,0.058442315490673157,0.24155768450932683,184472,3156480,,
60322f40-1a24-409b-9ab0-d481cccae102,mnar,test_r019,0.3,0.058563336374695865,0.24143666362530414,184854,3156480,,
87ca2d28-37ea-4f96-9ab8-36eee858db1c,mnar,test_r000,0.1,0.01948372871046229,0.08051627128953771,61500,3156480,,
87ca2d28-37ea-4f96-9ab8-36eee858db1c,mnar,test_r001,0.1,0.019505905312246552,0.08049409468775345,61570,3156480,,
87ca2d28-37ea-4f96-9ab8-36eee858db1c,mnar,test_r002,0.1,0.01940072485806975,0.08059927514193026,61238,3156480,,
87ca2d28-37ea-4f96-9ab8-36eee858db1c,mnar,test_r003,0.1,0.019396923154906733,0.08060307684509327,61226,3156480,,
87ca2d28-37ea-4f96-9ab8-36eee858db1c,mnar,test_r004,0.1,0.019325007603406327,0.08067499239659368,60999,3156480,,
87ca2d28-37ea-4f96-9ab8-36eee858db1c,mnar,test_r005,0.1,0.019513508718572586,0.08048649128142742,61594,3156480,,
87ca2d28-37ea-4f96-9ab8-36eee858db1c,mnar,test_r006,0.1,0.019522379359286295,0.0804776206407137,61622,3156480,,
87ca2d28-37ea-4f96-9ab8-36eee858db1c,mnar,test_r007,0.1,0.019451097424979726,0.08054890257502029,61397,3156480,,
87ca2d28-37ea-4f96-9ab8-36eee858db1c,mnar,test_r008,0.1,0.019384567619626925,0.08061543238037308,61187,3156480,,
87ca2d28-37ea-4f96-9ab8-36eee858db1c,mnar,test_r009,0.1,0.01941371401054339,0.08058628598945661,61279,3156480,,
87ca2d28-37ea-4f96-9ab8-36eee858db1c,mnar,test_r010,0.1,0.019445394870235198,0.08055460512976481,61379,3156480,,
87ca2d28-37ea-4f96-9ab8-36eee858db1c,mnar,test_r011,0.1,0.01945996806569343,0.08054003193430657,61425,3156480,,
87ca2d28-37ea-4f96-9ab8-36eee858db1c,mnar,test_r012,0.1,0.019402625709651258,0.08059737429034874,61244,3156480,,
87ca2d28-37ea-4f96-9ab8-36eee858db1c,mnar,test_r013,0.1,0.01945648317112733,0.08054351682887267,61414,3156480,,
87ca2d28-37ea-4f96-9ab8-36eee858db1c,mnar,test_r014,0.1,0.019512241484184914,0.08048775851581509,61590,3156480,,
87ca2d28-37ea-4f96-9ab8-36eee858db1c,mnar,test_r015,0.1,0.019469789132197893,0.08053021086780211,61456,3156480,,
87ca2d28-37ea-4f96-9ab8-36eee858db1c,mnar,test_r016,0.1,0.01953156680859692,0.0804684331914031,61651,3156480,,
87ca2d28-37ea-4f96-9ab8-36eee858db1c,mnar,test_r017,0.1,0.019515726378751014,0.08048427362124899,61601,3156480,,
87ca2d28-37ea-4f96-9ab8-36eee858db1c,mnar,test_r018,0.1,0.019525547445255476,0.08047445255474453,61632,3156480,,
87ca2d28-37ea-4f96-9ab8-36eee858db1c,mnar,test_r019,0.1,0.019497351480129765,0.08050264851987024,61543,3156480,,
1b24c9ed-a90e-41ce-8270-8f1d802e7835,mar,test_r000,0.3,0.2707725060827251,0.029227493917274916,854688,3156480,,
1b24c9ed-a90e-41ce-8270-8f1d802e7835,mar,test_r001,0.3,0.2860800638686131,0.013919936131386867,903006,3156480,,
1b24c9ed-a90e-41ce-8270-8f1d802e7835,mar,test_r002,0.3,0.27217343369829683,0.02782656630170316,859110,3156480,,
1b24c9ed-a90e-41ce-8270-8f1d802e7835,mar,test_r003,0.3,0.2901935066909976,0.009806493309002406,915990,3156480,,
1b24c9ed-a90e-41ce-8270-8f1d802e7835,mar,test_r004,0.3,0.2865837895377129,0.013416210462287081,904596,3156480,,
1b24c9ed-a90e-41ce-8270-8f1d802e7835,mar,test_r005,0.3,0.29001482664233574,0.009985173357664245,915426,3156480,,
1b24c9ed-a90e-41ce-8270-8f1d802e7835,mar,test_r006,0.3,0.29103938564476883,0.008960614355231156,918660,3156480,,
1b24c9ed-a90e-41ce-8270-8f1d802e7835,mar,test_r007,0.3,0.29006234793187347,0.009937652068126523,915576,3156480,,
1b24c9ed-a90e-41ce-8270-8f1d802e7835,mar,test_r008,0.3,0.2729204683698297,0.027079531630170295,861468,3156480,,
1b24c9ed-a90e-41ce-8270-8f1d802e7835,mar,test_r009,0.3,0.27225326946472017,0.027746730535279818,859362,3156480,,
1b24c9ed-a90e-41ce-8270-8f1d802e7835,mar,test_r010,0.3,0.2717343369829684,0.028265663017031595,857724,3156480,,
1b24c9ed-a90e-41ce-8270-8f1d802e7835,mar,test_r011,0.3,0.29092723540145987,0.009072764598540117,918306,3156480,,
1b24c9ed-a90e-41ce-8270-8f1d802e7835,mar,test_r012,0.3,0.27117738746958636,0.028822612530413627,855966,3156480,,
1b24c9ed-a90e-41ce-8270-8f1d802e7835,mar,test_r013,0.3,0.29197840632603406,0.008021593673965932,921624,3156480,,
1b24c9ed-a90e-41ce-8270-8f1d802e7835,mar,test_r014,0.3,0.27130664537712895,0.028693354622871037,856374,3156480,,
1b24c9ed-a90e-41ce-8270-8f1d802e7835,mar,test_r015,0.3,0.2707401916058394,0.02925980839416059,854586,3156480,,
1b24c9ed-a90e-41ce-8270-8f1d802e7835,mar,test_r016,0.3,0.27091887165450124,0.029081128345498752,855150,3156480,,
1b24c9ed-a90e-41ce-8270-8f1d802e7835,mar,test_r017,0.3,0.27217913625304135,0.027820863746958635,859128,3156480,,
1b24c9ed-a90e-41ce-8270-8f1d802e7835,mar,test_r018,0.3,0.28496996654501217,0.015030033454987823,899502,3156480,,
1b24c9ed-a90e-41ce-8270-8f1d802e7835,mar,test_r019,0.3,0.29081128345498786,0.009188716545012132,917940,3156480,,
fd185438-40ae-477e-a432-f45f01db0f1b,mar,test_r000,0.1,0.09108120437956205,0.008918795620437958,287496,3156480,,
fd185438-40ae-477e-a432-f45f01db0f1b,mar,test_r001,0.1,0.09571738138686131,0.0042826186131386945,302130,3156480,,
fd185438-40ae-477e-a432-f45f01db0f1b,mar,test_r002,0.1,0.09083219282238443,0.009167807177615575,286710,3156480,,
fd185438-40ae-477e-a432-f45f01db0f1b,mar,test_r003,0.1,0.0977455900243309,0.0022544099756691,308532,3156480,,
fd185438-40ae-477e-a432-f45f01db0f1b,mar,test_r004,0.1,0.09621350364963503,0.0037864963503649735,303696,3156480,,
fd185438-40ae-477e-a432-f45f01db0f1b,mar,test_r005,0.1,0.09651003649635037,0.0034899635036496346,304632,3156480,,
fd185438-40ae-477e-a432-f45f01db0f1b,mar,test_r006,0.1,0.09681987530413626,0.003180124695863748,305610,3156480,,
fd185438-40ae-477e-a432-f45f01db0f1b,mar,test_r007,0.1,0.09704417579075426,0.0029558242092457415,306318,3156480,,
fd185438-40ae-477e-a432-f45f01db0f1b,mar,test_r008,0.1,0.09041020377128954,0.009589796228710465,285378,3156480,,
fd185438-40ae-477e-a432-f45f01db0f1b,mar,test_r009,0.1,0.09108120437956205,0.008918795620437958,287496,3156480,,
fd185438-40ae-477e-a432-f45f01db0f1b,mar,test_r010,0.1,0.09037028588807786,0.00962971411192215,285252,3156480,,
fd185438-40ae-477e-a432-f45f01db0f1b,mar,test_r011,0.1,0.09695293491484185,0.00304706508515816,306030,3156480,,
fd185438-40ae-477e-a432-f45f01db0f1b,mar,test_r012,0.1,0.09017639902676398,0.009823600973236021,284640,3156480,,
fd185438-40ae-477e-a432-f45f01db0f1b,mar,test_r013,0.1,0.09773038321167883,0.0022696167883211743,308484,3156480,,
fd185438-40ae-477e-a432-f45f01db0f1b,mar,test_r014,0.1,0.09032276459854015,0.009677235401459858,285102,3156480,,
fd185438-40ae-477e-a432-f45f01db0f1b,mar,test_r015,0.1,0.09031516119221411,0.009684838807785895,285078,3156480,,
fd185438-40ae-477e-a432-f45f01db0f1b,mar,test_r016,0.1,0.0903816909975669,0.0096183090024331,285288,3156480,,
fd185438-40ae-477e-a432-f45f01db0f1b,mar,test_r017,0.1,0.09172559306569343,0.008274406934306575,289530,3156480,,
fd185438-40ae-477e-a432-f45f01db0f1b,mar,test_r018,0.1,0.09476885644768857,0.00523114355231144,299136,3156480,,
fd185438-40ae-477e-a432-f45f01db0f1b,mar,test_r019,0.1,0.09682177615571776,0.003178223844282249,305616,3156480,,
3a2c1f55-5caa-4a3a-861f-e362106c11f6,mcar,test_r000,0.3,0.3001808977088402,0.00018089770884022194,947515,3156480,,
3a2c1f55-5caa-4a3a-861f-e362106c11f6,mcar,test_r001,0.3,0.30030920519059207,0.00030920519059207674,947920,3156480,,
3a2c1f55-5caa-4a3a-861f-e362106c11f6,mcar,test_r002,0.3,0.2997456026966748,0.0002543973033252156,946141,3156480,,
3a2c1f55-5caa-4a3a-861f-e362106c11f6,mcar,test_r003,0.3,0.30004435320356854,4.435320356854788e-05,947084,3156480,,
3a2c1f55-5caa-4a3a-861f-e362106c11f6,mcar,test_r004,0.3,0.29957484286293595,0.00042515713706403613,945602,3156480,,
3a2c1f55-5caa-4a3a-861f-e362106c11f6,mcar,test_r005,0.3,0.3000491053325223,4.910533252233673e-05,947099,3156480,,
3a2c1f55-5caa-4a3a-861f-e362106c11f6,mcar,test_r006,0.3,0.30033550030413625,0.0003355003041362603,948003,3156480,,
3a2c1f55-5caa-4a3a-861f-e362106c11f6,mcar,test_r007,0.3,0.300015523621249,1.5523621249013964e-05,946993,3156480,,
3a2c1f55-5caa-4a3a-861f-e362106c11f6,mcar,test_r008,0.3,0.29983589314679643,0.00016410685320356055,946426,3156480,,
3a2c1f55-5caa-4a3a-861f-e362106c11f6,mcar,test_r009,0.3,0.29987834549878345,0.00012165450121653931,946560,3156480,,
3a2c1f55-5caa-4a3a-861f-e362106c11f6,mcar,test_r010,0.3,0.30021067771695054,0.00021067771695054693,947609,3156480,,
3a2c1f55-5caa-4a3a-861f-e362106c11f6,mcar,test_r011,0.3,0.29974021695052716,0.00025978304947282815,946124,3156480,,
3a2c1f55-5caa-4a3a-861f-e362106c11f6,mcar,test_r012,0.3,0.3006383693227899,0.0006383693227899334,948959,3156480,,
3a2c1f55-5caa-4a3a-861f-e362106c11f6,mcar,test_r013,0.3,0.3003117396593674,0.0003117396593674271,947928,3156480,,
3a2c1f55-5caa-4a3a-861f-e362106c11f6,mcar,test_r014,0.3,0.299814350162206,0.00018564983779401079,946358,3156480,,
3a2c1f55-5caa-4a3a-861f-e362106c11f6,mcar,test_r015,0.3,0.29963440287915655,0.00036559712084344165,945790,3156480,,
3a2c1f55-5caa-4a3a-861f-e362106c11f6,mcar,test_r016,0.3,0.2998716925182482,0.0001283074817517993,946539,3156480,,
3a2c1f55-5caa-4a3a-861f-e362106c11f6,mcar,test_r017,0.3,0.29991161040145986,8.83895985401284e-05,946665,3156480,,
3a2c1f55-5caa-4a3a-861f-e362106c11f6,mcar,test_r018,0.3,0.3004568379967559,0.00045683799675588777,948386,3156480,,
3a2c1f55-5caa-4a3a-861f-e362106c11f6,mcar,test_r019,0.3,0.30021131133414436,0.00021131133414437064,947611,3156480,,
66b98ad7-30be-485d-99d8-1199e69f4ad6,mcar,test_r000,0.1,0.1001260898215734,0.00012608982157338855,316046,3156480,,
66b98ad7-30be-485d-99d8-1199e69f4ad6,mcar,test_r001,0.1,0.09983684357258718,0.000163156427412825,315133,3156480,,
66b98ad7-30be-485d-99d8-1199e69f4ad6,mcar,test_r002,0.1,0.10006557937956205,6.557937956204463e-05,315855,3156480,,
66b98ad7-30be-485d-99d8-1199e69f4ad6,mcar,test_r003,0.1,0.10004467001216545,4.467001216544586e-05,315789,3156480,,
66b98ad7-30be-485d-99d8-1199e69f4ad6,mcar,test_r004,0.1,0.09969808140713707,0.00030191859286293754,314695,3156480,,
66b98ad7-30be-485d-99d8-1199e69f4ad6,mcar,test_r005,0.1,0.09985236719383617,0.00014763280616383878,315182,3156480,,
66b98ad7-30be-485d-99d8-1199e69f4ad6,mcar,test_r006,0.1,0.10006177767639902,6.17776763990191e-05,315843,3156480,,
66b98ad7-30be-485d-99d8-1199e69f4ad6,mcar,test_r007,0.1,0.10001077149229522,1.0771492295211238e-05,315682,3156480,,
66b98ad7-30be-485d-99d8-1199e69f4ad6,mcar,test_r008,0.1,0.09994424168694242,5.575831305758283e-05,315472,3156480,,
66b98ad7-30be-485d-99d8-1199e69f4ad6,mcar,test_r009,0.1,0.09978330291970802,0.0002166970802919832,314964,3156480,,
66b98ad7-30be-485d-99d8-1199e69f4ad6,mcar,test_r010,0.1,0.10005544150446066,5.54415044606571e-05,315823,3156480,,
66b98ad7-30be-485d-99d8-1199e69f4ad6,mcar,test_r011,0.1,0.09974940439983779,0.0002505956001622178,314857,3156480,,
66b98ad7-30be-485d-99d8-1199e69f4ad6,mcar,test_r012,0.1,0.10012482258718573,0.00012482258718572725,316042,3156480,,
66b98ad7-30be-485d-99d8-1199e69f4ad6,mcar,test_r013,0.1,0.09992745083130576,7.254916869424421e-05,315419,3156480,,
66b98ad7-30be-485d-99d8-1199e69f4ad6,mcar,test_r014,0.1,0.09977728355636659,0.00022271644363341947,314945,3156480,,
66b98ad7-30be-485d-99d8-1199e69f4ad6,mcar,test_r015,0.1,0.1000491053325223,4.91053325222951e-05,315803,3156480,,
66b98ad7-30be-485d-99d8-1199e69f4ad6,mcar,test_r016,0.1,0.10011151662611517,0.00011151662611516566,316000,3156480,,
66b98ad7-30be-485d-99d8-1199e69f4ad6,mcar,test_r017,0.1,0.09993758870640713,6.241129359287056e-05,315451,3156480,,
66b98ad7-30be-485d-99d8-1199e69f4ad6,mcar,test_r018,0.1,0.10012513939578264,0.0001251393957826391,316043,3156480,,
66b98ad7-30be-485d-99d8-1199e69f4ad6,mcar,test_r019,0.1,0.10037700223033252,0.00037700223033251823,316838,3156480,,
10a2edb2-0420-4896-9597-de472876a6ad,mcar,test_r000,0.1,0.1001260898215734,0.00012608982157338855,316046,3156480,,
10a2edb2-0420-4896-9597-de472876a6ad,mcar,test_r001,0.1,0.09983684357258718,0.000163156427412825,315133,3156480,,
10a2edb2-0420-4896-9597-de472876a6ad,mcar,test_r002,0.1,0.10006557937956205,6.557937956204463e-05,315855,3156480,,
10a2edb2-0420-4896-9597-de472876a6ad,mcar,test_r003,0.1,0.10004467001216545,4.467001216544586e-05,315789,3156480,,
10a2edb2-0420-4896-9597-de472876a6ad,mcar,test_r004,0.1,0.09969808140713707,0.00030191859286293754,314695,3156480,,
10a2edb2-0420-4896-9597-de472876a6ad,mcar,test_r005,0.1,0.09985236719383617,0.00014763280616383878,315182,3156480,,
10a2edb2-0420-4896-9597-de472876a6ad,mcar,test_r006,0.1,0.10006177767639902,6.17776763990191e-05,315843,3156480,,
10a2edb2-0420-4896-9597-de472876a6ad,mcar,test_r007,0.1,0.10001077149229522,1.0771492295211238e-05,315682,3156480,,
10a2edb2-0420-4896-9597-de472876a6ad,mcar,test_r008,0.1,0.09994424168694242,5.575831305758283e-05,315472,3156480,,
10a2edb2-0420-4896-9597-de472876a6ad,mcar,test_r009,0.1,0.09978330291970802,0.0002166970802919832,314964,3156480,,
10a2edb2-0420-4896-9597-de472876a6ad,mcar,test_r010,0.1,0.10005544150446066,5.54415044606571e-05,315823,3156480,,
10a2edb2-0420-4896-9597-de472876a6ad,mcar,test_r011,0.1,0.09974940439983779,0.0002505956001622178,314857,3156480,,
10a2edb2-0420-4896-9597-de472876a6ad,mcar,test_r012,0.1,0.10012482258718573,0.00012482258718572725,316042,3156480,,
10a2edb2-0420-4896-9597-de472876a6ad,mcar,test_r013,0.1,0.09992745083130576,7.254916869424421e-05,315419,3156480,,
10a2edb2-0420-4896-9597-de472876a6ad,mcar,test_r014,0.1,0.09977728355636659,0.00022271644363341947,314945,3156480,,
10a2edb2-0420-4896-9597-de472876a6ad,mcar,test_r015,0.1,0.1000491053325223,4.91053325222951e-05,315803,3156480,,
10a2edb2-0420-4896-9597-de472876a6ad,mcar,test_r016,0.1,0.10011151662611517,0.00011151662611516566,316000,3156480,,
