series_index,column_label,n_observed,adf_statistic,adf_pvalue,adf_used_lag,kpss_statistic,kpss_pvalue,kpss_used_lag,stationarity_verdict,recommended_d,constant_series,too_short,all_missing,warnings
24,column_24,600,0.8513315896536835,0.9924211580511194,7,3.1861692846389738,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
25,column_25,600,-0.4683821764366984,0.8980402268316056,13,1.6021366155781545,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
26,column_26,600,5.613695720760481,1.0,16,2.9370017458590962,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
27,column_27,600,-4.320280346615415,0.0004096305593420783,12,0.7771799421114912,0.01,16,non_stationary,1,false,false,false,mixed ADF/KPSS decision; max differencing reached
28,column_28,600,0.8513315896536835,0.9924211580511194,7,3.1861692846389738,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
29,column_29,600,0.02892027425476194,0.9608594191306876,13,1.9103367788540115,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
30,column_30,600,-1.576081355898421,0.495596495118104,11,3.6262448561011857,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
31,column_31,600,-2.176455149535142,0.21490157398953713,18,1.6599264453478835,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
32,column_32,600,0.8513315896536835,0.9924211580511194,7,3.1861692846389738,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
33,column_33,600,0.5285043072222233,0.9857141904578679,17,1.8864699350204552,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
34,column_34,600,-1.513209696817413,0.5269668644012027,17,3.621709000287678,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
35,column_35,600,-1.6412051388252387,0.46163114225661395,19,0.6742658699047926,0.01588492091774612,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
36,column_36,600,0.8513315896536835,0.9924211580511194,7,3.1861692846389738,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
37,column_37,600,0.5561265829651678,0.9864827915104953,19,1.95078939447068,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
38,column_38,600,-2.3458778941882077,0.1575978785686824,17,3.620898826563085,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
39,column_39,600,-1.5031272558957163,0.5319637667741882,14,0.6589154823479183,0.01728041069564379,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
40,column_40,600,0.8513315896536835,0.9924211580511194,7,3.1861692846389738,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
41,column_41,600,0.2975989336798828,0.9772340583649549,18,1.90775314446961,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
42,column_42,600,-2.180802378039342,0.2132867156363848,16,3.6216138760982663,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
43,column_43,600,-1.7440129518270415,0.40859012621726076,17,0.8197740446714123,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
44,column_44,600,0.8513315896536835,0.9924211580511194,7,3.1861692846389738,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
45,column_45,600,-0.29348446116160154,0.9264220717122634,13,1.9699070788502022,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
46,column_46,600,-2.207727931955279,0.20345262907084505,15,3.6216649393401252,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
47,column_47,600,-1.5257418333835318,0.5207409768665378,19,2.2370103235571674,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
48,column_48,600,0.8513315896536835,0.9924211580511194,7,3.1861692846389738,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
49,column_49,600,-0.6235147822785493,0.8655796365550628,6,1.5898580251024934,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
50,column_50,600,6.004700093971943,1.0,19,2.960588532885444,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
51,column_51,600,-1.1365066625504008,0.7002961531071973,19,2.416236203033095,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
52,column_52,600,0.8513315896536835,0.9924211580511194,7,3.1861692846389738,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
53,column_53,600,0.5366231575007252,0.9859447315721988,17,1.931274429359881,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
54,column_54,600,-1.4433497063262084,0.5613264732048465,16,3.6266287306444847,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
55,column_55,600,-1.675213061230259,0.44392656397027774,19,0.6157752213895104,0.0212022526009536,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
56,column_56,600,-0.6494214876726299,0.8594193144877454,12,3.691675204569172,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
57,column_57,600,0.582372664553454,0.9871729900990766,19,1.7915458382568146,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
58,column_58,600,-1.8429671236682206,0.35934785431663985,16,3.624298404592265,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
59,column_59,600,-1.66235386807367,0.45060575299023853,8,1.915521807942854,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
60,column_60,600,-0.6494214876726299,0.8594193144877454,12,3.691675204569172,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
61,column_61,600,0.28197732767189126,0.9765023384170389,13,1.7784949042747777,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
62,column_62,600,-1.2987451063629158,0.6297462333065216,16,3.6284486254323736,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
63,column_63,600,-0.7313902745240669,0.8384503665636605,18,3.2912009647246148,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
64,column_64,600,1.217786738872563,0.9961064980495778,10,3.1767494268885463,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
65,column_65,600,-0.44714364704028164,0.9019249442297932,7,1.6024759726929976,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
66,column_66,600,5.803285308998593,1.0,19,2.963064667619414,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
67,column_67,600,-0.8121401244162954,0.8155299614937579,19,3.412735513564465,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
68,column_68,600,0.8048569697294193,0.9917141654620278,8,3.160195907702336,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
69,column_69,600,-0.6034874761932155,0.8701920512876115,7,1.5831916127677572,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
70,column_70,600,5.750597485907009,1.0,18,2.9669662237699908,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
71,column_71,600,-0.7671240845558871,0.8285889241914837,18,3.4204492094094876,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
72,column_72,600,0.5399045818286328,0.9860368043239559,6,3.166690407742755,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
73,column_73,600,-0.778635845597937,0.8253172212841504,18,1.6043370596993485,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
74,column_74,600,5.766553269954799,1.0,19,2.9346897101497142,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
75,column_75,600,-0.7199460820530434,0.8415151867074289,19,3.3051851430586434,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
76,column_76,600,0.5399045818286328,0.9860368043239559,6,3.166690407742755,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
77,column_77,600,-3.5611719324092412,0.006548226778090074,17,0.26146660180870857,0.1,16,stationary,0,false,false,false,
78,column_78,600,-0.025959006241177807,0.9563319160746924,5,3.3279429835183025,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
79,column_79,600,-2.062377709191394,0.2599092134796175,19,0.4534400356195332,0.054120674301925346,16,stationary,0,false,false,false,mixed ADF/KPSS decision
80,column_80,600,0.5399045818286328,0.9860368043239559,6,3.166690407742755,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
81,column_81,600,-3.6423794860451744,0.005000637250328532,17,0.2630448215753637,0.1,16,stationary,0,false,false,false,
82,column_82,600,-0.07102805012175313,0.9522488787657868,7,3.3504855300865795,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
83,column_83,600,-4.586928728083683,0.00013652819962948055,15,0.7282342855679113,0.010978701312008067,16,non_stationary,1,false,false,false,mixed ADF/KPSS decision; max differencing reached
84,column_84,600,0.5399045818286328,0.9860368043239559,6,3.166690407742755,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
85,column_85,600,-0.29187982010190666,0.9266465451255681,15,1.8757306838649364,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
86,column_86,600,-1.6298345835858452,0.4675773000319509,14,3.626736196136617,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
87,column_87,600,-2.0953867203326255,0.2463736662542635,16,1.6530679742639016,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
88,column_88,600,0.5399045818286328,0.9860368043239559,6,3.166690407742755,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
89,column_89,600,-0.5631643147269336,0.8790900658185714,11,1.7658947450514881,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
90,column_90,600,-2.0787152310767727,0.25315898735184633,16,3.6244270035118147,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
91,column_91,600,-1.6251593722726023,0.47002549025075335,7,0.6653072787478969,0.016699338295645738,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
92,column_92,600,0.5399045818286328,0.9860368043239559,6,3.166690407742755,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
93,column_93,600,1.1062214029297637,0.9952693714981468,18,1.8316727118356968,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
94,column_94,600,-2.2035382155612706,0.20496379595571113,19,3.6174357421423173,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
95,column_95,600,-1.9257695402497055,0.3200370866593061,6,0.691137205674635,0.014351163120487726,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
96,column_96,600,0.5399045818286328,0.9860368043239559,6,3.166690407742755,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
97,column_97,600,0.11546793292833997,0.9671014315474733,19,1.7921137622530234,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
98,column_98,600,-1.7876314023920359,0.3866194182576852,19,3.6264924495397843,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
99,column_99,600,-1.5642326685286099,0.5015314045728675,18,0.8152611751980993,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
100,column_100,600,0.5399045818286328,0.9860368043239559,6,3.166690407742755,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
101,column_101,600,0.4190141616658417,0.9821922445010952,16,1.8528254045671166,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
102,column_102,600,-2.2221643811624707,0.19829962875520207,19,3.6289807478334724,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
103,column_103,600,-1.577144093863816,0.4950637767168739,19,2.2486193475533254,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
104,column_104,600,0.5399045818286328,0.9860368043239559,6,3.166690407742755,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
105,column_105,600,-0.5713492077080329,0.8773254091828204,6,1.5684631280695198,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
106,column_106,600,5.325313590869378,1.0,14,2.923730408224363,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
107,column_107,600,-1.181339698054289,0.6815709561141935,17,2.372788710038693,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
108,column_108,600,0.5399045818286328,0.9860368043239559,6,3.166690407742755,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
109,column_109,600,0.20989982075102676,0.9728114105526735,16,1.9538776837331742,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
110,column_110,600,-1.9768084633445027,0.29683342952450853,19,3.624614341675386,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
111,column_111,600,-2.498358749730509,0.11587416955357033,8,0.6645403196846865,0.016769061846846678,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
112,column_112,600,-0.41734338373904867,0.9071625325547868,15,3.712237406235358,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
113,column_113,600,0.2614134941026542,0.9755032273324425,14,1.9176827434043582,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
114,column_114,600,-1.8439305577326741,0.35887964631528513,14,3.6281710654816943,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
115,column_115,600,-1.4779279975427513,0.544400422462154,7,1.890640491947205,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
116,column_116,600,-0.41734338373904867,0.9071625325547868,15,3.712237406235358,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
117,column_117,600,0.2821595283614483,0.9765110067220432,15,1.896820777167661,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
118,column_118,600,-1.8761073719317014,0.34338306978558475,16,3.6211373779023432,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
119,column_119,600,-0.6425125234839674,0.8610837490651454,19,3.2954196766357127,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
120,column_120,600,-0.47934600278470957,0.8959843571564584,16,3.644052396639786,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
121,column_121,600,0.08581016178709408,0.9650788274820561,12,1.9714685890707335,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
122,column_122,600,-1.226892670791308,0.6619215185724476,10,3.626857998729803,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
123,column_123,600,-0.4455359161659532,0.9022138171481278,6,3.308346660567052,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
124,column_124,600,-0.24076511748342658,0.9334848572740776,19,3.7402848030630365,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
125,column_125,600,0.22730311115591728,0.9737520317246057,17,1.8943305212754886,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
126,column_126,600,-1.9751016896076965,0.29759569565444655,17,3.627283399169045,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
127,column_127,600,-0.5243091959146919,0.887184789113415,5,3.303271142522462,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
128,column_128,600,0.3348952781637893,0.9788900225395712,19,3.6763176367627737,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
129,column_129,600,0.3844759978431259,0.9809050255666486,13,1.8447236892518413,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
130,column_130,600,-1.5854545866214418,0.4908959228244095,13,3.627561887171305,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
131,column_131,600,-1.0543286067768087,0.7329374661700973,19,3.2970983616723006,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
132,column_132,600,0.3348952781637893,0.9788900225395712,19,3.6763176367627737,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
133,column_133,600,0.2559473753085302,0.9752306109637086,13,2.092505079498466,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
134,column_134,600,-1.9636195069351592,0.30274886178029015,15,3.6236347418737354,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
135,column_135,600,-2.2113057614713365,0.20216773676372046,16,0.49415677109184547,0.04298270921354832,16,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
136,column_136,600,0.3348952781637893,0.9788900225395712,19,3.6763176367627737,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
137,column_137,600,-0.13076702797035197,0.946286476471865,11,1.9727712104751471,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
138,column_138,600,-2.2297993642336116,0.19560828985501055,19,3.628231541300816,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
139,column_139,600,-2.5966385768418694,0.09369399736265421,15,0.4854020993366205,0.04495448213139179,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
140,column_140,600,0.3348952781637893,0.9788900225395712,19,3.6763176367627737,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
141,column_141,600,-0.06918829704200936,0.9524223263800708,12,1.9367570155924403,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
142,column_142,600,-1.5613322878100249,0.5029828369076482,12,3.613888359203198,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
143,column_143,600,-2.064046692351562,0.259215097921723,18,1.6605627124097395,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
144,column_144,600,0.3348952781637893,0.9788900225395712,19,3.6763176367627737,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
145,column_145,600,-3.500371564320035,0.007977556628829995,18,1.1529905474071944,0.01,16,non_stationary,1,false,false,false,mixed ADF/KPSS decision; max differencing reached
146,column_146,600,3.257212545045836,1.0,11,3.4040663259742274,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
147,column_147,600,-2.9480510761947727,0.04003887421919095,18,1.656367208222988,0.01,16,non_stationary,1,false,false,false,mixed ADF/KPSS decision; max differencing reached
148,column_148,600,0.3348952781637893,0.9788900225395712,19,3.6763176367627737,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
149,column_149,600,-3.308576281274158,0.014499439961799296,16,1.1568204673699272,0.01,16,non_stationary,1,false,false,false,mixed ADF/KPSS decision; stationary after differencing
150,column_150,600,2.7069832192014567,0.9990873558238162,11,3.4088217791620745,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
151,column_151,600,-2.6225452398842792,0.0884265715083577,17,1.6570119426267746,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
152,column_152,600,0.3348952781637893,0.9788900225395712,19,3.6763176367627737,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
153,column_153,600,-0.5653557546983581,0.8786196445517962,6,1.5909551652360758,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
154,column_154,600,5.254045798133053,1.0,16,2.9474883960272242,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
155,column_155,600,-2.794416562799914,0.0590757591161187,18,1.64499118974418,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
156,column_156,600,0.3348952781637893,0.9788900225395712,19,3.6763176367627737,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
157,column_157,600,-3.7335416777046704,0.00366534770621162,17,0.26390894950444516,0.1,16,stationary,0,false,false,false,
158,column_158,600,0.013034177953966278,0.9595968211292157,6,3.3397476573374436,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
159,column_159,600,-1.6493230434482586,0.45739350160048475,19,2.2340415191670373,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
160,column_160,600,0.3348952781637893,0.9788900225395712,19,3.6763176367627737,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
161,column_161,600,-0.4756882116634371,0.896674100084873,8,1.589661020355467,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
162,column_162,600,6.043708148912599,1.0,19,2.9353429644243776,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
163,column_163,600,-1.4805430953652077,0.5431134988276006,18,2.3857961054347854,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
164,column_164,600,0.3348952781637893,0.9788900225395712,19,3.6763176367627737,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
165,column_165,600,0.27672832191607405,0.976251238623717,17,2.0006276770732616,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
166,column_166,600,-1.5941135515395701,0.48654979062253734,13,3.6260184882935276,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
167,column_167,600,-2.1486258066676998,0.2254164684806288,16,0.6356092298561492,0.01939916092216825,16,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
168,column_168,600,-0.26370940759298267,0.9304892210470291,15,3.6966643679348343,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
169,column_169,600,0.1607149474733986,0.9699701141486993,14,1.8989937189600623,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
170,column_170,600,-2.3970307901522157,0.14257620058096077,17,3.6218479643289627,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
171,column_171,600,-3.1622876110706426,0.022274055775619105,18,0.9155988434524994,0.01,16,non_stationary,1,false,false,false,mixed ADF/KPSS decision; max differencing reached
172,column_172,600,-0.26370940759298267,0.9304892210470291,15,3.6966643679348343,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
173,column_173,600,-0.0806654225154816,0.951330603527139,12,2.019310249133281,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
174,column_174,600,-2.0293637425677766,0.27384834925480706,14,3.621514422719566,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
175,column_175,600,-3.239141486734665,0.017827905370782424,19,0.9126646950315246,0.01,16,non_stationary,1,false,false,false,mixed ADF/KPSS decision; max differencing reached
176,column_176,600,-0.4539025684104692,0.9007025577067819,19,3.664554632350783,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
177,column_177,600,0.17266341084860468,0.9706860096876441,14,1.921281685639187,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
178,column_178,600,-1.4497196275409914,0.5582217032008685,13,3.620224817306945,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
179,column_179,600,-1.9139586669870363,0.32552327428789296,19,0.6372709644254101,0.019248094143144535,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
180,column_180,600,0.11235356461415517,0.9668944781889238,16,3.7177423402259935,0.01,15,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
181,column_181,600,-0.46573578216970335,0.8985312813368176,13,1.8163702035441978,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
182,column_182,600,-1.6007412455328238,0.4832211060404121,11,3.6255082257468803,0.01,16,non_stationary,1,false,false,false,non-stationary at d=0; stationary after differencing
183,column_183,600,-1.8085901466812333,0.3762053413053611,18,0.6435973984841022,0.018672963774172522,16,non_stationary,1,false,false,false,non-stationary at d=0; max differencing reached
