result_id,algorithm_id,dataset_id,mae,rmse,graph_policy,graph_fingerprint,metric_scope,benchmark_contract_id,benchmark_mask_bank_id,benchmark_realization_id,evaluation_support_fingerprint,graph_params,correlation_source,rank,group_key
36da5f83-d168-4370-8cde-17cba9b191e6,dcrnn,fa9c7108-176e-4c68-840d-6acf3a3e59e4,33.48466873168945,42.14828109741211,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,4e000b92-531f-4ea8-9366-69a915c66c35,21cf7f87-c4d4-4ae4-80f1-07ec03758216,test_r002,sha256:71f2bed0a810ee7d01bb0ef7f6ed88a7271883612fb7a7359e3814bacd261ab0,{},,3,fa9c7108-176e-4c68-840d-6acf3a3e59e4|4e000b92-531f-4ea8-9366-69a915c66c35|21cf7f87-c4d4-4ae4-80f1-07ec03758216|test_r002|sha256:71f2bed0a810ee7d01bb0ef7f6ed88a7271883612fb7a7359e3814bacd261ab0|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
a53dc4df-0878-4380-b783-5b444880b38e,ignnk,fa9c7108-176e-4c68-840d-6acf3a3e59e4,33.510196685791016,42.24892807006836,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,4e000b92-531f-4ea8-9366-69a915c66c35,21cf7f87-c4d4-4ae4-80f1-07ec03758216,test_r002,sha256:71f2bed0a810ee7d01bb0ef7f6ed88a7271883612fb7a7359e3814bacd261ab0,{},,4,fa9c7108-176e-4c68-840d-6acf3a3e59e4|4e000b92-531f-4ea8-9366-69a915c66c35|21cf7f87-c4d4-4ae4-80f1-07ec03758216|test_r002|sha256:71f2bed0a810ee7d01bb0ef7f6ed88a7271883612fb7a7359e3814bacd261ab0|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
216722d7-81bd-44e2-bd14-487b6e5a16c5,stgcn,fa9c7108-176e-4c68-840d-6acf3a3e59e4,29.494722366333008,38.28379440307617,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,4e000b92-531f-4ea8-9366-69a915c66c35,21cf7f87-c4d4-4ae4-80f1-07ec03758216,test_r001,sha256:d2c2465dca2a20fe607454932b5de3f32402cafb2dfcebb7d5fbe5308228f752,{},,1,fa9c7108-176e-4c68-840d-6acf3a3e59e4|4e000b92-531f-4ea8-9366-69a915c66c35|21cf7f87-c4d4-4ae4-80f1-07ec03758216|test_r001|sha256:d2c2465dca2a20fe607454932b5de3f32402cafb2dfcebb7d5fbe5308228f752|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
8112f589-e6d0-46d9-997f-f7c608bc677f,dcrnn,fa9c7108-176e-4c68-840d-6acf3a3e59e4,33.25690841674805,42.12690353393555,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,4e000b92-531f-4ea8-9366-69a915c66c35,21cf7f87-c4d4-4ae4-80f1-07ec03758216,test_r001,sha256:d2c2465dca2a20fe607454932b5de3f32402cafb2dfcebb7d5fbe5308228f752,{},,2,fa9c7108-176e-4c68-840d-6acf3a3e59e4|4e000b92-531f-4ea8-9366-69a915c66c35|21cf7f87-c4d4-4ae4-80f1-07ec03758216|test_r001|sha256:d2c2465dca2a20fe607454932b5de3f32402cafb2dfcebb7d5fbe5308228f752|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
e04c8535-ea0f-472e-9c71-b95231b124d9,grin,fa9c7108-176e-4c68-840d-6acf3a3e59e4,33.26131057739258,42.208892822265625,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,4e000b92-531f-4ea8-9366-69a915c66c35,21cf7f87-c4d4-4ae4-80f1-07ec03758216,test_r001,sha256:d2c2465dca2a20fe607454932b5de3f32402cafb2dfcebb7d5fbe5308228f752,{},,3,fa9c7108-176e-4c68-840d-6acf3a3e59e4|4e000b92-531f-4ea8-9366-69a915c66c35|21cf7f87-c4d4-4ae4-80f1-07ec03758216|test_r001|sha256:d2c2465dca2a20fe607454932b5de3f32402cafb2dfcebb7d5fbe5308228f752|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
765769d9-1d3d-4624-b71f-73876ddc650a,ignnk,fa9c7108-176e-4c68-840d-6acf3a3e59e4,34.146278381347656,43.159690856933594,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,4e000b92-531f-4ea8-9366-69a915c66c35,21cf7f87-c4d4-4ae4-80f1-07ec03758216,test_r001,sha256:d2c2465dca2a20fe607454932b5de3f32402cafb2dfcebb7d5fbe5308228f752,{},,4,fa9c7108-176e-4c68-840d-6acf3a3e59e4|4e000b92-531f-4ea8-9366-69a915c66c35|21cf7f87-c4d4-4ae4-80f1-07ec03758216|test_r001|sha256:d2c2465dca2a20fe607454932b5de3f32402cafb2dfcebb7d5fbe5308228f752|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
17fd8c95-baed-414f-98a6-8ce1b01b2a83,ignnk,fa9c7108-176e-4c68-840d-6acf3a3e59e4,32.0276985168457,41.01448440551758,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,4e000b92-531f-4ea8-9366-69a915c66c35,21cf7f87-c4d4-4ae4-80f1-07ec03758216,test_r000,sha256:ef2003550325843003c883a4685c4711856d8372643cc9b9a498ffa59a5b1b66,{},,1,fa9c7108-176e-4c68-840d-6acf3a3e59e4|4e000b92-531f-4ea8-9366-69a915c66c35|21cf7f87-c4d4-4ae4-80f1-07ec03758216|test_r000|sha256:ef2003550325843003c883a4685c4711856d8372643cc9b9a498ffa59a5b1b66|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
a4f42fce-6071-44ff-a1ca-e0c611f713a4,grin,fa9c7108-176e-4c68-840d-6acf3a3e59e4,32.24224090576172,41.53715896606445,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,4e000b92-531f-4ea8-9366-69a915c66c35,21cf7f87-c4d4-4ae4-80f1-07ec03758216,test_r000,sha256:ef2003550325843003c883a4685c4711856d8372643cc9b9a498ffa59a5b1b66,{},,2,fa9c7108-176e-4c68-840d-6acf3a3e59e4|4e000b92-531f-4ea8-9366-69a915c66c35|21cf7f87-c4d4-4ae4-80f1-07ec03758216|test_r000|sha256:ef2003550325843003c883a4685c4711856d8372643cc9b9a498ffa59a5b1b66|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
d2fa3345-6761-4ac1-b2cc-ce17838ff729,dcrnn,fa9c7108-176e-4c68-840d-6acf3a3e59e4,32.575931549072266,41.80849075317383,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,4e000b92-531f-4ea8-9366-69a915c66c35,21cf7f87-c4d4-4ae4-80f1-07ec03758216,test_r000,sha256:ef2003550325843003c883a4685c4711856d8372643cc9b9a498ffa59a5b1b66,{},,3,fa9c7108-176e-4c68-840d-6acf3a3e59e4|4e000b92-531f-4ea8-9366-69a915c66c35|21cf7f87-c4d4-4ae4-80f1-07ec03758216|test_r000|sha256:ef2003550325843003c883a4685c4711856d8372643cc9b9a498ffa59a5b1b66|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
5a0d79f5-1164-4ccf-b858-9adae87c6119,stgcn,fa9c7108-176e-4c68-840d-6acf3a3e59e4,33.55796813964844,43.38607406616211,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,4e000b92-531f-4ea8-9366-69a915c66c35,21cf7f87-c4d4-4ae4-80f1-07ec03758216,test_r000,sha256:ef2003550325843003c883a4685c4711856d8372643cc9b9a498ffa59a5b1b66,{},,4,fa9c7108-176e-4c68-840d-6acf3a3e59e4|4e000b92-531f-4ea8-9366-69a915c66c35|21cf7f87-c4d4-4ae4-80f1-07ec03758216|test_r000|sha256:ef2003550325843003c883a4685c4711856d8372643cc9b9a498ffa59a5b1b66|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
3af8f618-49ef-4cc9-b49a-27b04c78d353,ignnk,fa9c7108-176e-4c68-840d-6acf3a3e59e4,30.916358947753906,39.720733642578125,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,6b11c265-a769-43e0-a7d4-4f3b87505a0d,dfe01aad-97ad-4621-b1f8-adcebd13c6f9,test_r004,sha256:748d222b9e06c5abd28b2b2626ee208b7528fc626ca6a0dbabd2b5b238529709,{},,1,fa9c7108-176e-4c68-840d-6acf3a3e59e4|6b11c265-a769-43e0-a7d4-4f3b87505a0d|dfe01aad-97ad-4621-b1f8-adcebd13c6f9|test_r004|sha256:748d222b9e06c5abd28b2b2626ee208b7528fc626ca6a0dbabd2b5b238529709|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
3aa84dd6-a147-49d3-8dad-c4145917aed8,dcrnn,fa9c7108-176e-4c68-840d-6acf3a3e59e4,31.452800750732422,40.07990646362305,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,6b11c265-a769-43e0-a7d4-4f3b87505a0d,dfe01aad-97ad-4621-b1f8-adcebd13c6f9,test_r004,sha256:748d222b9e06c5abd28b2b2626ee208b7528fc626ca6a0dbabd2b5b238529709,{},,2,fa9c7108-176e-4c68-840d-6acf3a3e59e4|6b11c265-a769-43e0-a7d4-4f3b87505a0d|dfe01aad-97ad-4621-b1f8-adcebd13c6f9|test_r004|sha256:748d222b9e06c5abd28b2b2626ee208b7528fc626ca6a0dbabd2b5b238529709|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
5b363859-a81b-4ec5-be14-d2593475cd16,grin,fa9c7108-176e-4c68-840d-6acf3a3e59e4,31.27495765686035,40.13644790649414,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,6b11c265-a769-43e0-a7d4-4f3b87505a0d,dfe01aad-97ad-4621-b1f8-adcebd13c6f9,test_r004,sha256:748d222b9e06c5abd28b2b2626ee208b7528fc626ca6a0dbabd2b5b238529709,{},,3,fa9c7108-176e-4c68-840d-6acf3a3e59e4|6b11c265-a769-43e0-a7d4-4f3b87505a0d|dfe01aad-97ad-4621-b1f8-adcebd13c6f9|test_r004|sha256:748d222b9e06c5abd28b2b2626ee208b7528fc626ca6a0dbabd2b5b238529709|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
393c461c-0bad-49be-b58f-b5d0c9f8264a,stgcn,fa9c7108-176e-4c68-840d-6acf3a3e59e4,31.81681251525879,40.174869537353516,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,6b11c265-a769-43e0-a7d4-4f3b87505a0d,dfe01aad-97ad-4621-b1f8-adcebd13c6f9,test_r004,sha256:748d222b9e06c5abd28b2b2626ee208b7528fc626ca6a0dbabd2b5b238529709,{},,4,fa9c7108-176e-4c68-840d-6acf3a3e59e4|6b11c265-a769-43e0-a7d4-4f3b87505a0d|dfe01aad-97ad-4621-b1f8-adcebd13c6f9|test_r004|sha256:748d222b9e06c5abd28b2b2626ee208b7528fc626ca6a0dbabd2b5b238529709|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
55f1e99b-6863-43c0-be32-9ec59ede4e20,ignnk,fa9c7108-176e-4c68-840d-6acf3a3e59e4,26.755474090576172,35.16923141479492,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,6b11c265-a769-43e0-a7d4-4f3b87505a0d,dfe01aad-97ad-4621-b1f8-adcebd13c6f9,test_r003,sha256:df0318c47fa114681cc9dc333a8d9ff0f8b6bbe33b12c3d4997ad3f93eadbb3b,{},,1,fa9c7108-176e-4c68-840d-6acf3a3e59e4|6b11c265-a769-43e0-a7d4-4f3b87505a0d|dfe01aad-97ad-4621-b1f8-adcebd13c6f9|test_r003|sha256:df0318c47fa114681cc9dc333a8d9ff0f8b6bbe33b12c3d4997ad3f93eadbb3b|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
aa4823bb-0574-482f-b417-b051e77fdf8d,stgcn,fa9c7108-176e-4c68-840d-6acf3a3e59e4,29.396419525146484,38.854835510253906,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,6b11c265-a769-43e0-a7d4-4f3b87505a0d,dfe01aad-97ad-4621-b1f8-adcebd13c6f9,test_r003,sha256:df0318c47fa114681cc9dc333a8d9ff0f8b6bbe33b12c3d4997ad3f93eadbb3b,{},,2,fa9c7108-176e-4c68-840d-6acf3a3e59e4|6b11c265-a769-43e0-a7d4-4f3b87505a0d|dfe01aad-97ad-4621-b1f8-adcebd13c6f9|test_r003|sha256:df0318c47fa114681cc9dc333a8d9ff0f8b6bbe33b12c3d4997ad3f93eadbb3b|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
cbb84ed5-497f-4139-aaae-bee9d0fb94ac,grin,fa9c7108-176e-4c68-840d-6acf3a3e59e4,31.398775100708008,40.1121711730957,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,6b11c265-a769-43e0-a7d4-4f3b87505a0d,dfe01aad-97ad-4621-b1f8-adcebd13c6f9,test_r003,sha256:df0318c47fa114681cc9dc333a8d9ff0f8b6bbe33b12c3d4997ad3f93eadbb3b,{},,3,fa9c7108-176e-4c68-840d-6acf3a3e59e4|6b11c265-a769-43e0-a7d4-4f3b87505a0d|dfe01aad-97ad-4621-b1f8-adcebd13c6f9|test_r003|sha256:df0318c47fa114681cc9dc333a8d9ff0f8b6bbe33b12c3d4997ad3f93eadbb3b|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
