run_id,algorithm,family,rate,realization,realized_rate,rmse,mae,train_s,PM25,PM10,SO2,NO2,CO,O3
d4394e78-6740-4623-8a03-6387a5a74aa4,stgcn,node_holdout,0.3,test_r001,0.3000,34.178661,21.252535,0.0,32.091530,42.163803,6.764769,31.819445,1.366293,56.047543
d4394e78-6740-4623-8a03-6387a5a74aa4,stgcn,node_holdout,0.3,test_r002,0.3000,31.560045,19.307625,0.0,30.872099,42.352348,6.664400,29.382072,0.849617,48.176430
d4394e78-6740-4623-8a03-6387a5a74aa4,stgcn,node_holdout,0.3,test_r003,0.3000,25.135273,14.922772,0.0,23.416025,35.381294,4.488002,23.734203,1.365297,37.486359
d4394e78-6740-4623-8a03-6387a5a74aa4,stgcn,node_holdout,0.3,test_r004,0.3000,26.865032,15.778878,0.0,22.296873,31.905039,5.262676,20.391607,0.962244,48.691460
6e2c0211-528b-46f9-b0f2-5f36338af8b4,grin,sensor_dropout,0.3,test_r000,0.3000,47.507919,30.330448,0.0,43.456383,65.828194,6.147476,40.724503,0.462866,74.991440
6e2c0211-528b-46f9-b0f2-5f36338af8b4,grin,sensor_dropout,0.3,test_r001,0.3000,48.734325,31.588234,0.0,44.453186,68.703651,7.951097,41.701096,0.531039,75.838287
6e2c0211-528b-46f9-b0f2-5f36338af8b4,grin,sensor_dropout,0.3,test_r002,0.3000,49.210022,31.808764,0.0,46.578056,70.273804,6.650357,41.947906,0.462116,74.951752
6e2c0211-528b-46f9-b0f2-5f36338af8b4,grin,sensor_dropout,0.3,test_r003,0.3000,47.468258,30.141426,0.0,44.339291,66.190598,5.612160,39.243374,0.455080,74.836479
6e2c0211-528b-46f9-b0f2-5f36338af8b4,grin,sensor_dropout,0.3,test_r004,0.3000,46.407932,29.012327,0.0,40.935535,63.762138,5.570914,34.681419,0.379635,77.115952
dd6179aa-68f4-4b2c-99d2-f8f210a887d1,ignnk,sensor_dropout,0.3,test_r000,0.3000,38.018944,24.295540,0.0,34.274082,50.847099,9.415569,31.954615,3.284336,61.578915
dd6179aa-68f4-4b2c-99d2-f8f210a887d1,ignnk,sensor_dropout,0.3,test_r001,0.3000,43.651253,27.635416,0.0,43.827618,59.436966,6.440339,33.755749,0.938896,69.261589
dd6179aa-68f4-4b2c-99d2-f8f210a887d1,ignnk,sensor_dropout,0.3,test_r002,0.3000,42.600914,28.186480,0.0,40.318172,59.496410,8.425521,37.889412,3.547377,64.841873
dd6179aa-68f4-4b2c-99d2-f8f210a887d1,ignnk,sensor_dropout,0.3,test_r003,0.3000,38.284309,23.849306,0.0,34.420959,44.376442,5.960664,35.721130,3.525427,65.697044
dd6179aa-68f4-4b2c-99d2-f8f210a887d1,ignnk,sensor_dropout,0.3,test_r004,0.3000,41.646900,25.852409,0.0,33.805729,50.765720,5.959191,27.665861,2.513459,76.678360
a5f2ca62-9a67-40da-bf05-50fbf00a76ba,stgcn,sensor_dropout,0.3,test_r000,0.3000,28.446211,17.024229,0.0,26.024052,33.865868,6.053166,26.205433,1.483355,48.014660
a5f2ca62-9a67-40da-bf05-50fbf00a76ba,stgcn,sensor_dropout,0.3,test_r001,0.3000,33.719311,21.302290,0.0,30.989281,41.897121,7.272235,30.410843,0.820666,55.927357
a5f2ca62-9a67-40da-bf05-50fbf00a76ba,stgcn,sensor_dropout,0.3,test_r002,0.3000,31.435595,19.291418,0.0,29.249466,42.138489,6.863880,29.514076,0.984652,48.773281
a5f2ca62-9a67-40da-bf05-50fbf00a76ba,stgcn,sensor_dropout,0.3,test_r003,0.3000,25.043161,14.766983,0.0,22.640310,31.067263,4.563612,25.367260,1.167601,40.243179
a5f2ca62-9a67-40da-bf05-50fbf00a76ba,stgcn,sensor_dropout,0.3,test_r004,0.3000,27.102514,15.662518,0.0,24.297871,33.467800,5.139112,19.014204,1.432112,48.029121
0afca6f4-3c1c-4a6c-9b24-a431a28b14d4,grin,spatial_block,0.3,test_r000,0.4000,47.547688,30.276524,0.0,43.671566,66.121284,6.255257,39.132175,0.497906,75.596031
0afca6f4-3c1c-4a6c-9b24-a431a28b14d4,grin,spatial_block,0.3,test_r001,0.4000,47.513618,30.609074,0.0,42.769550,67.234642,6.554951,39.243317,0.466651,74.915344
0afca6f4-3c1c-4a6c-9b24-a431a28b14d4,grin,spatial_block,0.3,test_r002,0.4000,47.135727,30.134769,0.0,42.016552,66.949684,5.973574,39.195137,0.379860,74.235603
0afca6f4-3c1c-4a6c-9b24-a431a28b14d4,grin,spatial_block,0.3,test_r003,0.4000,47.500313,30.451103,0.0,44.994576,66.392006,6.524745,40.844364,0.452357,73.445412
0afca6f4-3c1c-4a6c-9b24-a431a28b14d4,grin,spatial_block,0.3,test_r004,0.4000,48.982811,31.703043,0.0,46.333683,69.922935,6.746400,42.245541,0.514179,74.359970
8596415c-e5b6-4811-9396-0d637cf1550a,ignnk,spatial_block,0.3,test_r000,0.4000,42.833706,27.397984,0.0,38.552975,58.535809,9.223291,36.442406,0.837283,68.423431
8596415c-e5b6-4811-9396-0d637cf1550a,ignnk,spatial_block,0.3,test_r001,0.4000,44.761433,28.690845,0.0,37.943180,61.847004,6.451775,35.274002,2.432621,73.925507
8596415c-e5b6-4811-9396-0d637cf1550a,ignnk,spatial_block,0.3,test_r002,0.4000,45.476337,29.202827,0.0,38.704147,63.878532,7.025640,36.934551,2.071137,73.568291
8596415c-e5b6-4811-9396-0d637cf1550a,ignnk,spatial_block,0.3,test_r003,0.4000,44.147213,28.876553,0.0,42.647076,61.371666,6.203696,39.365910,2.738220,67.178467
8596415c-e5b6-4811-9396-0d637cf1550a,ignnk,spatial_block,0.3,test_r004,0.4000,45.726845,29.362303,0.0,39.466831,69.303261,8.905107,37.305668,1.646439,68.639420
f3181326-c7ff-41ad-8dd3-4c1bf5d4a3cc,stgcn,spatial_block,0.3,test_r000,0.4000,27.857147,16.905617,0.0,26.096203,35.236095,4.702944,25.971018,1.196236,45.116375
f3181326-c7ff-41ad-8dd3-4c1bf5d4a3cc,stgcn,spatial_block,0.3,test_r001,0.4000,35.233814,21.615189,0.0,30.010321,47.676903,6.539540,30.993237,1.187860,57.184498
f3181326-c7ff-41ad-8dd3-4c1bf5d4a3cc,stgcn,spatial_block,0.3,test_r002,0.4000,36.001534,21.689198,0.0,28.516815,44.742214,6.689732,28.884613,0.768928,63.889927
f3181326-c7ff-41ad-8dd3-4c1bf5d4a3cc,stgcn,spatial_block,0.3,test_r003,0.4000,26.181616,15.927370,0.0,25.559958,33.700176,5.387577,27.868780,1.438557,38.936924
f3181326-c7ff-41ad-8dd3-4c1bf5d4a3cc,stgcn,spatial_block,0.3,test_r004,0.4000,31.879566,19.751293,0.0,29.816277,43.578453,6.621604,29.258055,0.921935,49.081764
3348449d-8ea3-4bb4-a1ae-e976efa7476c,grin,mar,0.5,test_r000,0.4538,48.931549,31.437859,0.0,45.463028,69.505554,7.514163,42.909355,0.696744,74.630486
3348449d-8ea3-4bb4-a1ae-e976efa7476c,grin,mar,0.5,test_r001,0.4508,48.819717,31.531401,0.0,44.878296,67.962616,7.933662,41.223370,0.697629,76.840187
3348449d-8ea3-4bb4-a1ae-e976efa7476c,grin,mar,0.5,test_r002,0.4843,48.927399,31.851788,0.0,47.330177,72.174232,6.741921,48.463078,0.701864,67.226936
3348449d-8ea3-4bb4-a1ae-e976efa7476c,grin,mar,0.5,test_r003,0.4839,47.670780,30.106485,0.0,40.385269,62.477940,6.408693,29.153610,0.496013,84.907631
3348449d-8ea3-4bb4-a1ae-e976efa7476c,grin,mar,0.5,test_r004,0.4778,50.857059,33.215458,0.0,51.662693,73.369354,7.428076,42.855694,0.654684,74.661476
1b6981df-732e-41cb-8dec-8bff65e67b03,ignnk,mar,0.5,test_r000,0.4538,42.514767,27.742094,0.0,38.054523,56.656826,9.372715,41.099743,3.648715,66.306404
1b6981df-732e-41cb-8dec-8bff65e67b03,ignnk,mar,0.5,test_r001,0.4508,45.772102,29.757273,0.0,42.700546,63.578487,9.860976,35.421345,1.090195,73.156357
1b6981df-732e-41cb-8dec-8bff65e67b03,ignnk,mar,0.5,test_r002,0.4843,45.997398,30.625134,0.0,41.705608,69.020912,9.689208,46.882923,1.733459,62.421341
1b6981df-732e-41cb-8dec-8bff65e67b03,ignnk,mar,0.5,test_r003,0.4839,43.512375,27.162052,0.0,34.531784,54.704819,8.687811,22.410343,1.481867,81.209610
1b6981df-732e-41cb-8dec-8bff65e67b03,ignnk,mar,0.5,test_r004,0.4778,44.814243,28.629114,0.0,46.987736,64.671806,8.155826,37.262669,1.182560,64.831985
99aee56f-3764-4a74-8949-9b8236d24cc1,stgcn,mar,0.5,test_r000,0.4538,35.917820,22.200310,0.0,34.075710,47.672665,7.980535,35.216251,1.567210,54.775650
99aee56f-3764-4a74-8949-9b8236d24cc1,stgcn,mar,0.5,test_r001,0.4508,33.789658,21.443705,0.0,32.424496,42.826385,9.874751,29.753851,1.900461,54.576408
99aee56f-3764-4a74-8949-9b8236d24cc1,stgcn,mar,0.5,test_r002,0.4843,36.278305,23.412682,0.0,36.999352,51.734028,7.614674,41.983208,2.224517,45.008987
99aee56f-3764-4a74-8949-9b8236d24cc1,stgcn,mar,0.5,test_r003,0.4839,35.249847,20.829020,0.0,28.296274,39.585239,6.921666,17.133818,1.952899,68.864716
99aee56f-3764-4a74-8949-9b8236d24cc1,stgcn,mar,0.5,test_r004,0.4778,38.424942,23.912779,0.0,42.381584,52.966011,8.582542,32.599995,1.556424,55.842785
7594dde5-445c-4105-be46-75de33c14c7d,grin,mcar,0.5,test_r000,0.5006,48.178761,31.001772,0.0,44.100422,67.936554,6.833756,39.588619,0.500460,75.835838
7594dde5-445c-4105-be46-75de33c14c7d,grin,mcar,0.5,test_r001,0.5006,47.755997,30.479912,0.0,43.830433,67.421272,6.138645,39.601482,0.601552,74.878387
7594dde5-445c-4105-be46-75de33c14c7d,grin,mcar,0.5,test_r002,0.4999,48.034622,30.718309,0.0,43.986126,67.220551,6.433761,39.572136,0.572723,76.100220
7594dde5-445c-4105-be46-75de33c14c7d,grin,mcar,0.5,test_r003,0.5000,48.028328,30.742895,0.0,43.620960,67.454559,6.702348,39.461662,0.530861,76.093605
7594dde5-445c-4105-be46-75de33c14c7d,grin,mcar,0.5,test_r004,0.4998,48.079460,30.965677,0.0,43.761356,67.680946,6.930375,39.989445,0.554271,75.621086
818aa883-d514-40d1-96c6-42f884813a4f,ignnk,mcar,0.5,test_r000,0.5006,39.897762,24.771915,0.0,35.894733,53.957302,6.526188,34.482380,2.081500,64.135826
818aa883-d514-40d1-96c6-42f884813a4f,ignnk,mcar,0.5,test_r001,0.5006,38.516800,23.453234,0.0,32.008892,49.574734,6.267903,32.024097,4.881211,65.781586
818aa883-d514-40d1-96c6-42f884813a4f,ignnk,mcar,0.5,test_r002,0.4999,40.035904,24.480959,0.0,34.610203,52.142670,5.697719,32.978867,2.920286,67.664040
818aa883-d514-40d1-96c6-42f884813a4f,ignnk,mcar,0.5,test_r003,0.5000,42.988483,27.033541,0.0,34.894302,60.660519,6.377882,37.417675,3.556273,68.858131
818aa883-d514-40d1-96c6-42f884813a4f,ignnk,mcar,0.5,test_r004,0.4998,43.429783,27.569082,0.0,40.649498,57.268787,6.836237,34.058979,3.010863,71.863358
7b8ae2dc-09a9-480f-a638-95e3228dc224,stgcn,mcar,0.5,test_r000,0.5006,31.401600,19.733898,0.0,29.792662,39.584515,6.111481,27.865995,2.390903,51.388115
7b8ae2dc-09a9-480f-a638-95e3228dc224,stgcn,mcar,0.5,test_r001,0.5006,32.515987,20.502783,0.0,31.613176,44.937954,7.473474,30.352757,1.998595,48.400032
7b8ae2dc-09a9-480f-a638-95e3228dc224,stgcn,mcar,0.5,test_r002,0.4999,32.441246,19.921888,0.0,30.486902,40.612835,6.059998,28.440046,1.929709,53.760349
7b8ae2dc-09a9-480f-a638-95e3228dc224,stgcn,mcar,0.5,test_r003,0.5000,32.250538,19.372263,0.0,27.644123,41.634056,6.069923,28.009474,1.898566,54.035946
7b8ae2dc-09a9-480f-a638-95e3228dc224,stgcn,mcar,0.5,test_r004,0.4998,32.288120,19.674095,0.0,30.176008,42.409645,6.083141,27.998880,2.173539,52.130188
a962b0b0-2bad-481f-a7df-ceaed417e15e,grin,mnar,0.5,test_r000,0.0976,78.653931,58.671986,0.0,69.032524,96.002892,12.663686,59.441303,0.504986,103.838531
a962b0b0-2bad-481f-a7df-ceaed417e15e,grin,mnar,0.5,test_r001,0.0972,78.940559,59.088425,0.0,69.442947,96.524109,11.860179,60.851254,0.499108,103.604095
a962b0b0-2bad-481f-a7df-ceaed417e15e,grin,mnar,0.5,test_r002,0.0973,79.042404,59.085281,0.0,69.049805,96.645187,11.340372,60.048771,0.517978,104.253662
a962b0b0-2bad-481f-a7df-ceaed417e15e,grin,mnar,0.5,test_r003,0.0973,78.768570,58.769115,0.0,68.656441,96.416550,12.206858,59.593716,0.575278,103.808815
a962b0b0-2bad-481f-a7df-ceaed417e15e,grin,mnar,0.5,test_r004,0.0972,78.986137,58.960876,0.0,68.601631,96.457497,11.912548,59.242870,0.517442,104.519821
fff52391-f8de-48dc-81ee-c7b7332655d0,ignnk,mnar,0.5,test_r000,0.0976,63.293736,43.622047,0.0,47.003269,83.037575,10.602149,41.060337,2.498303,84.578751
fff52391-f8de-48dc-81ee-c7b7332655d0,ignnk,mnar,0.5,test_r001,0.0972,58.924583,39.326900,0.0,40.842590,52.679913,10.610181,40.142208,2.935684,88.492439
fff52391-f8de-48dc-81ee-c7b7332655d0,ignnk,mnar,0.5,test_r002,0.0973,57.675198,38.841343,0.0,46.139091,59.266842,10.096516,33.933022,3.718221,84.529297
fff52391-f8de-48dc-81ee-c7b7332655d0,ignnk,mnar,0.5,test_r003,0.0973,62.028965,42.804893,0.0,43.633476,56.900375,10.765830,50.081474,4.952352,90.099678
fff52391-f8de-48dc-81ee-c7b7332655d0,ignnk,mnar,0.5,test_r004,0.0972,58.418274,39.294685,0.0,38.473522,62.661926,10.826353,36.458038,3.193325,85.429520
ecb8bb9b-cd86-41b5-8744-86c3abf7b3ad,stgcn,mnar,0.5,test_r000,0.0976,45.062031,28.940954,0.0,35.731045,43.929832,10.677252,33.034401,3.331249,65.076553
ecb8bb9b-cd86-41b5-8744-86c3abf7b3ad,stgcn,mnar,0.5,test_r001,0.0972,44.799747,28.813034,0.0,32.678539,45.127254,10.622417,37.207417,1.932519,63.118214
ecb8bb9b-cd86-41b5-8744-86c3abf7b3ad,stgcn,mnar,0.5,test_r002,0.0973,45.729454,28.717327,0.0,31.565527,42.624928,9.411222,30.376532,1.880521,68.440857
ecb8bb9b-cd86-41b5-8744-86c3abf7b3ad,stgcn,mnar,0.5,test_r003,0.0973,47.290615,30.169205,0.0,33.573471,44.772919,11.387521,32.769405,2.491411,69.902069
ecb8bb9b-cd86-41b5-8744-86c3abf7b3ad,stgcn,mnar,0.5,test_r004,0.0972,44.755768,28.514746,0.0,37.623547,47.039948,10.507285,33.717052,1.947472,62.667500
79a1d034-6baf-4cff-9e45-35cd32c7caa2,grin,node_holdout,0.5,test_r000,0.5000,48.730858,31.360809,0.0,45.811260,69.585251,6.802233,39.444641,0.623989,75.530525
79a1d034-6baf-4cff-9e45-35cd32c7caa2,grin,node_holdout,0.5,test_r001,0.5000,48.872738,31.571138,0.0,46.484749,69.591408,7.060151,39.696430,0.684007,75.507286
79a1d034-6baf-4cff-9e45-35cd32c7caa2,grin,node_holdout,0.5,test_r002,0.5000,47.150097,30.049784,0.0,42.315891,65.386185,6.552892,37.578365,0.566271,76.271935
79a1d034-6baf-4cff-9e45-35cd32c7caa2,grin,node_holdout,0.5,test_r003,0.5000,48.008728,30.942274,0.0,44.622353,67.538666,6.338891,41.255512,0.535647,74.390289
79a1d034-6baf-4cff-9e45-35cd32c7caa2,grin,node_holdout,0.5,test_r004,0.5000,47.571365,30.465172,0.0,43.711536,65.722153,6.407525,39.595459,0.584377,75.755592
7e2003ec-7cd4-48fa-beda-757dab61e822,ignnk,node_holdout,0.5,test_r000,0.5000,43.788708,27.980341,0.0,40.838875,59.336781,6.925448,33.450649,3.899535,71.651421
7e2003ec-7cd4-48fa-beda-757dab61e822,ignnk,node_holdout,0.5,test_r001,0.5000,41.125969,26.351707,0.0,42.268246,54.302914,5.248901,33.801502,4.687834,64.966095
7e2003ec-7cd4-48fa-beda-757dab61e822,ignnk,node_holdout,0.5,test_r002,0.5000,43.302292,27.760391,0.0,35.914806,60.118835,7.950410,32.776363,3.186645,72.102226
7e2003ec-7cd4-48fa-beda-757dab61e822,ignnk,node_holdout,0.5,test_r003,0.5000,44.986374,29.175867,0.0,38.032036,63.258179,8.750669,38.871971,1.511726,71.447327
7e2003ec-7cd4-48fa-beda-757dab61e822,ignnk,node_holdout,0.5,test_r004,0.5000,43.198643,27.915476,0.0,41.479809,55.772530,8.373675,35.751110,2.438022,70.791115
4d8c31a9-c7b2-49f6-a420-ac18cbc78dc4,stgcn,node_holdout,0.5,test_r000,0.5000,37.552284,23.082233,0.0,35.776226,49.650955,7.127023,32.504307,0.828645,60.065617
4d8c31a9-c7b2-49f6-a420-ac18cbc78dc4,stgcn,node_holdout,0.5,test_r001,0.5000,35.495056,21.542753,0.0,33.037209,48.073944,6.647604,30.470335,0.950568,56.420712
4d8c31a9-c7b2-49f6-a420-ac18cbc78dc4,stgcn,node_holdout,0.5,test_r002,0.5000,31.169195,18.456099,0.0,26.909939,39.795685,5.959191,25.629734,0.706248,53.182484
4d8c31a9-c7b2-49f6-a420-ac18cbc78dc4,stgcn,node_holdout,0.5,test_r003,0.5000,31.086563,18.708782,0.0,28.958147,43.378769,5.796448,28.910566,0.730560,46.989376
4d8c31a9-c7b2-49f6-a420-ac18cbc78dc4,stgcn,node_holdout,0.5,test_r004,0.5000,35.193909,21.206785,0.0,30.005764,41.169025,6.323850,29.420029,1.185924,62.685696
e957e9dc-8ad4-4fc3-92f4-8acb45b05514,grin,sensor_dropout,0.5,test_r000,0.5000,48.569561,31.138327,0.0,45.684410,68.923981,6.484156,39.580502,0.611302,75.547325
e957e9dc-8ad4-4fc3-92f4-8acb45b05514,grin,sensor_dropout,0.5,test_r001,0.5000,49.077187,31.734018,0.0,46.141228,69.697571,7.143486,40.088554,0.646079,76.197884
e957e9dc-8ad4-4fc3-92f4-8acb45b05514,grin,sensor_dropout,0.5,test_r002,0.5000,46.838001,29.681837,0.0,42.245098,64.934387,6.101899,37.343857,0.552249,75.693893
e957e9dc-8ad4-4fc3-92f4-8acb45b05514,grin,sensor_dropout,0.5,test_r003,0.5000,48.122574,31.156830,0.0,44.599350,67.654480,7.217489,40.987946,0.503688,74.807114
e957e9dc-8ad4-4fc3-92f4-8acb45b05514,grin,sensor_dropout,0.5,test_r004,0.5000,47.710964,30.616692,0.0,44.366776,66.060455,6.485371,39.194622,0.556589,75.809204
23fab9b5-fc01-480f-8547-4ff43a06207c,ignnk,sensor_dropout,0.5,test_r000,0.5000,45.530598,29.224232,0.0,43.617332,63.726585,7.759264,36.784805,1.193665,71.133034
23fab9b5-fc01-480f-8547-4ff43a06207c,ignnk,sensor_dropout,0.5,test_r001,0.5000,44.249706,29.409605,0.0,44.630207,63.024918,8.710685,36.843102,1.088601,65.952614
23fab9b5-fc01-480f-8547-4ff43a06207c,ignnk,sensor_dropout,0.5,test_r002,0.5000,41.266163,26.152872,0.0,36.445499,55.891380,8.372095,31.498789,1.687719,68.557579
23fab9b5-fc01-480f-8547-4ff43a06207c,ignnk,sensor_dropout,0.5,test_r003,0.5000,43.557182,27.991385,0.0,40.241741,57.635761,8.002588,38.732788,0.962057,69.834770
23fab9b5-fc01-480f-8547-4ff43a06207c,ignnk,sensor_dropout,0.5,test_r004,0.5000,43.108349,27.678141,0.0,38.415737,59.113400,6.306233,39.242981,1.307617,67.810951
d84f3bc8-73e2-48e2-b295-fbe13f936f21,stgcn,sensor_dropout,0.5,test_r000,0.5000,36.020088,22.166130,0.0,35.451050,50.941830,6.519623,30.776546,0.736971,54.245640
d84f3bc8-73e2-48e2-b295-fbe13f936f21,stgcn,sensor_dropout,0.5,test_r001,0.5000,35.361645,21.411398,0.0,32.537636,46.707527,6.610623,28.564453,1.219643,58.320393
d84f3bc8-73e2-48e2-b295-fbe13f936f21,stgcn,sensor_dropout,0.5,test_r002,0.5000,30.932171,18.724676,0.0,27.092884,40.135307,5.706265,27.755587,0.814202,50.914936
d84f3bc8-73e2-48e2-b295-fbe13f936f21,stgcn,sensor_dropout,0.5,test_r003,0.5000,32.386951,19.800541,0.0,30.758591,41.059120,5.808292,29.465708,0.870969,52.524490
d84f3bc8-73e2-48e2-b295-fbe13f936f21,stgcn,sensor_dropout,0.5,test_r004,0.5000,33.724987,20.895714,0.0,32.704605,43.893822,6.509046,29.186787,0.742484,54.159046
31f26597-83a6-4183-a904-2013f62b0fc2,grin,spatial_block,0.5,test_r000,0.6000,46.982773,29.746700,0.0,41.954525,65.453934,5.978946,37.300598,0.625821,75.976402
31f26597-83a6-4183-a904-2013f62b0fc2,grin,spatial_block,0.5,test_r001,0.6000,47.380955,30.351616,0.0,41.854752,67.277885,6.604013,40.403610,0.570457,74.264427
31f26597-83a6-4183-a904-2013f62b0fc2,grin,spatial_block,0.5,test_r002,0.6000,47.705990,30.691429,0.0,42.250511,67.406631,6.300977,40.581314,0.562248,75.096916
31f26597-83a6-4183-a904-2013f62b0fc2,grin,spatial_block,0.5,test_r003,0.6000,48.710819,31.699749,0.0,45.427101,68.901520,6.981869,42.298424,0.720200,74.746254
31f26597-83a6-4183-a904-2013f62b0fc2,grin,spatial_block,0.5,test_r004,0.6000,48.579487,31.546965,0.0,44.052147,69.619240,7.335290,40.325672,0.654580,75.445175
c55635b7-27c6-493c-bbc6-3df950306149,ignnk,spatial_block,0.5,test_r000,0.6000,45.045918,29.412664,0.0,42.128002,61.511703,8.579039,34.391209,2.816513,73.157791
c55635b7-27c6-493c-bbc6-3df950306149,ignnk,spatial_block,0.5,test_r001,0.6000,44.026897,28.262529,0.0,38.319603,59.732738,5.808517,39.982529,2.845746,70.380211
c55635b7-27c6-493c-bbc6-3df950306149,ignnk,spatial_block,0.5,test_r002,0.6000,46.863720,30.513664,0.0,41.508171,66.866302,7.342198,38.711300,1.176765,73.684196
c55635b7-27c6-493c-bbc6-3df950306149,ignnk,spatial_block,0.5,test_r003,0.6000,46.810848,30.488075,0.0,41.076866,67.626007,9.773096,37.603092,1.142480,73.322136
c55635b7-27c6-493c-bbc6-3df950306149,ignnk,spatial_block,0.5,test_r004,0.6000,43.472084,28.198778,0.0,38.937637,58.859386,7.722606,38.041542,1.376676,69.639595
59501eb7-3334-4043-baff-75ddda52e8c1,stgcn,spatial_block,0.5,test_r000,0.6000,34.543320,21.088770,0.0,29.860653,45.507931,5.772919,28.079351,1.445332,58.077110
59501eb7-3334-4043-baff-75ddda52e8c1,stgcn,spatial_block,0.5,test_r001,0.6000,38.043262,23.348894,0.0,33.408138,54.752235,6.805042,32.896297,0.925421,58.655743
59501eb7-3334-4043-baff-75ddda52e8c1,stgcn,spatial_block,0.5,test_r002,0.6000,38.545441,23.639729,0.0,31.993376,49.733147,6.390050,33.361149,1.052990,65.288879
59501eb7-3334-4043-baff-75ddda52e8c1,stgcn,spatial_block,0.5,test_r003,0.6000,37.260372,23.661325,0.0,35.691971,49.538265,7.250024,35.748230,0.737589,57.192772
59501eb7-3334-4043-baff-75ddda52e8c1,stgcn,spatial_block,0.5,test_r004,0.6000,38.867092,24.185097,0.0,34.498344,55.468822,7.182308,32.087719,0.741892,60.952618
