recipe_book_id,recipe_id,recipe_profile,recipe_policy_version,recipe_source_root,algorithm_id,corrected_variant,variant_id,dataset_id,split_id,split_mode,graph_policy,graph_fingerprint_required,mask_scenario,mask_rate,realization_id,realization_metadata,mask_seed,support_fingerprint_required,training_tier,epochs,window_length,window_stride,metrics,ranking_metric,expected_artifacts
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,dcrnn,dcgru_reconstruction_v1,dcgru_reconstruction_v1,londonaq,official_v1,temporal,grid_4n_v1,True,mcar,0.3,r002,"{'realization_index': 1, 'seed_base': 1729, 'mask_seed': 1730}",1730,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,dcrnn,dcgru_reconstruction_v1,dcgru_reconstruction_v1,londonaq,official_v1,temporal,grid_4n_v1,True,mcar,0.3,r003,"{'realization_index': 2, 'seed_base': 1729, 'mask_seed': 1731}",1731,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,stgcn,stconv_v1,stconv_v1,londonaq,official_v1,temporal,distance_knn_v1,True,mcar,0.3,r001,"{'realization_index': 0, 'seed_base': 1729, 'mask_seed': 1729}",1729,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,stgcn,stconv_v1,stconv_v1,londonaq,official_v1,temporal,distance_knn_v1,True,mcar,0.3,r002,"{'realization_index': 1, 'seed_base': 1729, 'mask_seed': 1730}",1730,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,stgcn,stconv_v1,stconv_v1,londonaq,official_v1,temporal,distance_knn_v1,True,mcar,0.3,r003,"{'realization_index': 2, 'seed_base': 1729, 'mask_seed': 1731}",1731,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,grin,mpgru_v1,mpgru_v1,londonaq,official_v1,temporal,distance_knn_v1,True,mcar,0.3,r001,"{'realization_index': 0, 'seed_base': 1729, 'mask_seed': 1729}",1729,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,grin,mpgru_v1,mpgru_v1,londonaq,official_v1,temporal,distance_knn_v1,True,mcar,0.3,r002,"{'realization_index': 1, 'seed_base': 1729, 'mask_seed': 1730}",1730,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,grin,mpgru_v1,mpgru_v1,londonaq,official_v1,temporal,distance_knn_v1,True,mcar,0.3,r003,"{'realization_index': 2, 'seed_base': 1729, 'mask_seed': 1731}",1731,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,ignnk,dgc_kriging_v1,dgc_kriging_v1,londonaq,official_v1,temporal,distance_knn_v1,True,mcar,0.3,r001,"{'realization_index': 0, 'seed_base': 1729, 'mask_seed': 1729}",1729,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,ignnk,dgc_kriging_v1,dgc_kriging_v1,londonaq,official_v1,temporal,distance_knn_v1,True,mcar,0.3,r002,"{'realization_index': 1, 'seed_base': 1729, 'mask_seed': 1730}",1730,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,ignnk,dgc_kriging_v1,dgc_kriging_v1,londonaq,official_v1,temporal,distance_knn_v1,True,mcar,0.3,r003,"{'realization_index': 2, 'seed_base': 1729, 'mask_seed': 1731}",1731,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,dcrnn,dcgru_reconstruction_v1,dcgru_reconstruction_v1,londonaq,official_v1,temporal,distance_knn_v1,True,mcar,0.3,r001,"{'realization_index': 0, 'seed_base': 1729, 'mask_seed': 1729}",1729,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,dcrnn,dcgru_reconstruction_v1,dcgru_reconstruction_v1,londonaq,official_v1,temporal,distance_knn_v1,True,mcar,0.3,r002,"{'realization_index': 1, 'seed_base': 1729, 'mask_seed': 1730}",1730,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,dcrnn,dcgru_reconstruction_v1,dcgru_reconstruction_v1,londonaq,official_v1,temporal,distance_knn_v1,True,mcar,0.3,r003,"{'realization_index': 2, 'seed_base': 1729, 'mask_seed': 1731}",1731,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,stgcn,stconv_v1,stconv_v1,londonaq,official_v1,temporal,correlation_train_v1,True,mcar,0.3,r001,"{'realization_index': 0, 'seed_base': 1729, 'mask_seed': 1729}",1729,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,stgcn,stconv_v1,stconv_v1,londonaq,official_v1,temporal,correlation_train_v1,True,mcar,0.3,r002,"{'realization_index': 1, 'seed_base': 1729, 'mask_seed': 1730}",1730,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,stgcn,stconv_v1,stconv_v1,londonaq,official_v1,temporal,correlation_train_v1,True,mcar,0.3,r003,"{'realization_index': 2, 'seed_base': 1729, 'mask_seed': 1731}",1731,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,grin,mpgru_v1,mpgru_v1,londonaq,official_v1,temporal,correlation_train_v1,True,mcar,0.3,r001,"{'realization_index': 0, 'seed_base': 1729, 'mask_seed': 1729}",1729,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,grin,mpgru_v1,mpgru_v1,londonaq,official_v1,temporal,correlation_train_v1,True,mcar,0.3,r002,"{'realization_index': 1, 'seed_base': 1729, 'mask_seed': 1730}",1730,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,grin,mpgru_v1,mpgru_v1,londonaq,official_v1,temporal,correlation_train_v1,True,mcar,0.3,r003,"{'realization_index': 2, 'seed_base': 1729, 'mask_seed': 1731}",1731,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,ignnk,dgc_kriging_v1,dgc_kriging_v1,londonaq,official_v1,temporal,correlation_train_v1,True,mcar,0.3,r001,"{'realization_index': 0, 'seed_base': 1729, 'mask_seed': 1729}",1729,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,ignnk,dgc_kriging_v1,dgc_kriging_v1,londonaq,official_v1,temporal,correlation_train_v1,True,mcar,0.3,r002,"{'realization_index': 1, 'seed_base': 1729, 'mask_seed': 1730}",1730,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,ignnk,dgc_kriging_v1,dgc_kriging_v1,londonaq,official_v1,temporal,correlation_train_v1,True,mcar,0.3,r003,"{'realization_index': 2, 'seed_base': 1729, 'mask_seed': 1731}",1731,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,dcrnn,dcgru_reconstruction_v1,dcgru_reconstruction_v1,londonaq,official_v1,temporal,correlation_train_v1,True,mcar,0.3,r001,"{'realization_index': 0, 'seed_base': 1729, 'mask_seed': 1729}",1729,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,dcrnn,dcgru_reconstruction_v1,dcgru_reconstruction_v1,londonaq,official_v1,temporal,correlation_train_v1,True,mcar,0.3,r002,"{'realization_index': 1, 'seed_base': 1729, 'mask_seed': 1730}",1730,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mcar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,dcrnn,dcgru_reconstruction_v1,dcgru_reconstruction_v1,londonaq,official_v1,temporal,correlation_train_v1,True,mcar,0.3,r003,"{'realization_index': 2, 'seed_base': 1729, 'mask_seed': 1731}",1731,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,stgcn,stconv_v1,stconv_v1,londonaq,official_v1,temporal,grid_4n_v1,True,mar,0.3,r001,"{'realization_index': 0, 'seed_base': 1729, 'mask_seed': 1729}",1729,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,stgcn,stconv_v1,stconv_v1,londonaq,official_v1,temporal,grid_4n_v1,True,mar,0.3,r002,"{'realization_index': 1, 'seed_base': 1729, 'mask_seed': 1730}",1730,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,stgcn,stconv_v1,stconv_v1,londonaq,official_v1,temporal,grid_4n_v1,True,mar,0.3,r003,"{'realization_index': 2, 'seed_base': 1729, 'mask_seed': 1731}",1731,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,grin,mpgru_v1,mpgru_v1,londonaq,official_v1,temporal,grid_4n_v1,True,mar,0.3,r001,"{'realization_index': 0, 'seed_base': 1729, 'mask_seed': 1729}",1729,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,grin,mpgru_v1,mpgru_v1,londonaq,official_v1,temporal,grid_4n_v1,True,mar,0.3,r002,"{'realization_index': 1, 'seed_base': 1729, 'mask_seed': 1730}",1730,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,grin,mpgru_v1,mpgru_v1,londonaq,official_v1,temporal,grid_4n_v1,True,mar,0.3,r003,"{'realization_index': 2, 'seed_base': 1729, 'mask_seed': 1731}",1731,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,ignnk,dgc_kriging_v1,dgc_kriging_v1,londonaq,official_v1,temporal,grid_4n_v1,True,mar,0.3,r001,"{'realization_index': 0, 'seed_base': 1729, 'mask_seed': 1729}",1729,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,ignnk,dgc_kriging_v1,dgc_kriging_v1,londonaq,official_v1,temporal,grid_4n_v1,True,mar,0.3,r002,"{'realization_index': 1, 'seed_base': 1729, 'mask_seed': 1730}",1730,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,ignnk,dgc_kriging_v1,dgc_kriging_v1,londonaq,official_v1,temporal,grid_4n_v1,True,mar,0.3,r003,"{'realization_index': 2, 'seed_base': 1729, 'mask_seed': 1731}",1731,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,dcrnn,dcgru_reconstruction_v1,dcgru_reconstruction_v1,londonaq,official_v1,temporal,grid_4n_v1,True,mar,0.3,r001,"{'realization_index': 0, 'seed_base': 1729, 'mask_seed': 1729}",1729,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,dcrnn,dcgru_reconstruction_v1,dcgru_reconstruction_v1,londonaq,official_v1,temporal,grid_4n_v1,True,mar,0.3,r002,"{'realization_index': 1, 'seed_base': 1729, 'mask_seed': 1730}",1730,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
official_londonaq_st_benchmark,official_londonaq_st_benchmark:mar:30,st_londonaq_graph_sensitivity_v1,ST-REC00,docs/assets/utils/experiments/lane2_spatiotemporal_londonaq,dcrnn,dcgru_reconstruction_v1,dcgru_reconstruction_v1,londonaq,official_v1,temporal,grid_4n_v1,True,mar,0.3,r003,"{'realization_index': 2, 'seed_base': 1729, 'mask_seed': 1731}",1731,True,scientific,50,24,12,"['mae', 'rmse']",rmse_global,"['training_config', 'training_history', 'prediction_artifact', 'metric_artifact', 'graph_metadata', 'mask_metadata', 'runtime_device_metadata']"
