algorithm_id,mask_family,realization_id,realization_id_db,recipe_id,db_result_count,mean_mae,mean_rmse,graph_fingerprint,support_fingerprint,is_complete,blockers
dcrnn,node_holdout,r003,test_r002,official_londonaq_st_benchmark:node_holdout:30,3,29.663966,39.030441,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:166ac0ed42dbffb55bc01375c58241a7e0be83a2bf663b498e7928a614d61e10,True,
dcrnn,node_holdout,r004,test_r003,official_londonaq_st_benchmark:node_holdout:30,3,28.188573,37.510658,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:833d5cd218522c07a92dedcc73d96c8545c7c510f06fe4e09ccd3c2e4702f509,True,
dcrnn,node_holdout,r005,test_r004,official_londonaq_st_benchmark:node_holdout:30,3,27.963615,37.267193,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:abf63e960829d253d4bcf806690712bc4d018228c0ebaa96d5f2a708bebc19c8,True,
dcrnn,sensor_dropout,r001,test_r000,official_londonaq_st_benchmark:sensor_dropout:30,3,28.728118,38.689035,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:7817e93a8ed3f0926194ba7c9f6712bdc4b62f5b4748ea3e99389a355614a4ab,True,
dcrnn,sensor_dropout,r002,test_r001,official_londonaq_st_benchmark:sensor_dropout:30,3,30.227420,39.708635,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:c6e13988d2e8c4783b980262985bd6115e3121ff4d3b8ecf5a44f220755b5efc,True,
dcrnn,sensor_dropout,r003,test_r002,official_londonaq_st_benchmark:sensor_dropout:30,3,29.527958,38.824301,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:13d33fbd2c4e522586ec27f870f1bcb514bd1d227acab68179a297c0078cacf9,True,
dcrnn,sensor_dropout,r004,test_r003,official_londonaq_st_benchmark:sensor_dropout:30,3,28.002783,37.410938,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:6467a5391e80bdf2827cbb49256c712f45c560746e3bdc9d560b915a20e13676,True,
dcrnn,sensor_dropout,r005,test_r004,official_londonaq_st_benchmark:sensor_dropout:30,3,28.088094,37.379937,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:e46fb33311679a3c79f8dfe18eb6a47abcc01fd06e8797139c75475f5aa0997c,True,
dcrnn,spatial_block,r001,test_r000,official_londonaq_st_benchmark:spatial_block:30,3,32.459694,41.769896,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:17edd047fa7142c5f54f2b9996e1a7cfaa3b54e3303114f9e0726f2b41a1f7f2,True,
dcrnn,spatial_block,r002,test_r001,official_londonaq_st_benchmark:spatial_block:30,3,30.805588,40.638412,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:28b85f2830404ef5f47bc6c77c2928fb42de20e9ba8df80eb60dac295afb63d2,True,
dcrnn,spatial_block,r003,test_r002,official_londonaq_st_benchmark:spatial_block:30,3,27.029326,35.973324,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:d05a0e7da6905088d270a8661c7f42fab5cf817ab1ad20d1cea3c7d396c87e53,True,
dcrnn,spatial_block,r004,test_r003,official_londonaq_st_benchmark:spatial_block:30,3,30.650782,39.539742,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:3bad977db2ad24ae920e88f8265213efbb272d904932be9ee718b01d67180457,True,
dcrnn,spatial_block,r005,test_r004,official_londonaq_st_benchmark:spatial_block:30,3,30.431628,40.177335,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:a5ab474ece765a4dc40b9ae497b029501979075c1094a328ac62970f3ace58c0,True,
grin,mar,r001,test_r000,official_londonaq_st_benchmark:mar:30,3,28.218461,40.245627,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:5ecfe095e4f48ce45c6d04988fb9e6095fbbf8025b23898c82d1f60afc48bf0f,True,
grin,mar,r002,test_r001,official_londonaq_st_benchmark:mar:30,3,31.886897,42.800531,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:9e2ba3dbae31bd2d8c259d20b8f14af5833c641adec5e824ea0a26c1371c56ce,True,
grin,mar,r003,test_r002,official_londonaq_st_benchmark:mar:30,3,24.689606,35.841405,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:047f406ed5ee8b8f9adade12d47e96c0c6906eaebd98ec3b8171a2ee18be7208,True,
grin,mar,r004,test_r003,official_londonaq_st_benchmark:mar:30,3,28.114320,40.030348,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:dfbca3e56e013aa8b758897d00a47356b3f3c119b24f73a651d88de231d1b16d,True,
grin,mar,r005,test_r004,official_londonaq_st_benchmark:mar:30,3,30.228954,40.432353,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:7c83e97326a56e76ee530c338a4ea4262d3f859a3adf2388316042a230b13176,True,
grin,mcar,r001,test_r000,official_londonaq_st_benchmark:mcar:30,3,24.319066,34.601387,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:f5df99c410d31b4a9e4a51fedaf0c983843dfd5305cdcfda941415886cfe2c4a,True,
grin,mcar,r002,test_r001,official_londonaq_st_benchmark:mcar:30,3,24.313622,34.580195,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:5a610032339bd0861687139403d6706b2f3d339d987d9222988d7afb35405635,True,
grin,mcar,r003,test_r002,official_londonaq_st_benchmark:mcar:30,3,24.149719,34.444143,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:819af6d7ebd0bd3571692df30cb7e515576b0d96ffd0e8fbccffeb1a70d5cc4a,True,
grin,mcar,r004,test_r003,official_londonaq_st_benchmark:mcar:30,3,24.482114,34.891717,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:6ab6dbd883c03969340e8a68c46f0ec619790ed7b6b14fbff94ca77bc88c764c,True,
grin,mcar,r005,test_r004,official_londonaq_st_benchmark:mcar:30,3,24.447565,34.804738,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:8ad7e1fb7189f5a8abb3c1681576aa179821b42cbf1d73011c70f9b6d98dd524,True,
grin,mnar,r001,test_r000,official_londonaq_st_benchmark:mnar:30,3,41.755343,52.291514,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:5cbf4ca57fa5ae39c7bb12659575fce3916ea8ca786ee735dd0413ca2bf3037d,True,
grin,mnar,r002,test_r001,official_londonaq_st_benchmark:mnar:30,3,41.774525,52.266347,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:0493ec4679a6f8993a42a0c9c6212f88cf504fbd1e7f49bf25936b84875f139b,True,
grin,mnar,r003,test_r002,official_londonaq_st_benchmark:mnar:30,3,41.475431,51.980764,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:22ddc8ba4879566547c62605883e6aaec036ed8c5ad8781d180e49c3df06ba77,True,
grin,mnar,r004,test_r003,official_londonaq_st_benchmark:mnar:30,3,41.672785,52.188026,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:6d87bd795eb1f5f556718ba665a398e8807899d18f68ae213e6b778e8a49464d,True,
grin,mnar,r005,test_r004,official_londonaq_st_benchmark:mnar:30,3,41.777370,52.216948,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:8b70c77bc967f4ff9c54f2c47eee2e8bd06f48f4c7148842c904319340015dd0,True,
grin,node_holdout,r001,test_r000,official_londonaq_st_benchmark:node_holdout:30,3,23.955139,34.639445,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:1d86a6b55be5fefdfb65b1df75024e37c930056dfc705be04a98f105de72214e,True,
grin,node_holdout,r002,test_r001,official_londonaq_st_benchmark:node_holdout:30,3,25.023502,35.145050,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:ebfc9cb8e4d97d540c60815b37737df17695204d85a6e92d329b7854cd0cdeb5,True,
grin,node_holdout,r003,test_r002,official_londonaq_st_benchmark:node_holdout:30,3,24.222991,34.422686,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:166ac0ed42dbffb55bc01375c58241a7e0be83a2bf663b498e7928a614d61e10,True,
grin,node_holdout,r004,test_r003,official_londonaq_st_benchmark:node_holdout:30,3,22.977154,32.979440,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:833d5cd218522c07a92dedcc73d96c8545c7c510f06fe4e09ccd3c2e4702f509,True,
grin,node_holdout,r005,test_r004,official_londonaq_st_benchmark:node_holdout:30,3,22.871612,32.913164,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:abf63e960829d253d4bcf806690712bc4d018228c0ebaa96d5f2a708bebc19c8,True,
grin,sensor_dropout,r001,test_r000,official_londonaq_st_benchmark:sensor_dropout:30,3,23.766503,34.444814,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:7817e93a8ed3f0926194ba7c9f6712bdc4b62f5b4748ea3e99389a355614a4ab,True,
grin,sensor_dropout,r002,test_r001,official_londonaq_st_benchmark:sensor_dropout:30,3,24.843610,34.969458,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:c6e13988d2e8c4783b980262985bd6115e3121ff4d3b8ecf5a44f220755b5efc,True,
grin,sensor_dropout,r003,test_r002,official_londonaq_st_benchmark:sensor_dropout:30,3,24.534710,34.744695,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:13d33fbd2c4e522586ec27f870f1bcb514bd1d227acab68179a297c0078cacf9,True,
grin,sensor_dropout,r004,test_r003,official_londonaq_st_benchmark:sensor_dropout:30,3,23.166577,33.194684,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:6467a5391e80bdf2827cbb49256c712f45c560746e3bdc9d560b915a20e13676,True,
grin,sensor_dropout,r005,test_r004,official_londonaq_st_benchmark:sensor_dropout:30,3,23.124488,33.189831,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:e46fb33311679a3c79f8dfe18eb6a47abcc01fd06e8797139c75475f5aa0997c,True,
grin,spatial_block,r001,test_r000,official_londonaq_st_benchmark:spatial_block:30,3,27.184830,37.184849,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:17edd047fa7142c5f54f2b9996e1a7cfaa3b54e3303114f9e0726f2b41a1f7f2,True,
grin,spatial_block,r002,test_r001,official_londonaq_st_benchmark:spatial_block:30,3,25.432118,36.062228,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:28b85f2830404ef5f47bc6c77c2928fb42de20e9ba8df80eb60dac295afb63d2,True,
grin,spatial_block,r003,test_r002,official_londonaq_st_benchmark:spatial_block:30,3,22.043941,31.435544,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:d05a0e7da6905088d270a8661c7f42fab5cf817ab1ad20d1cea3c7d396c87e53,True,
grin,spatial_block,r004,test_r003,official_londonaq_st_benchmark:spatial_block:30,3,25.324263,34.867729,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:3bad977db2ad24ae920e88f8265213efbb272d904932be9ee718b01d67180457,True,
grin,spatial_block,r005,test_r004,official_londonaq_st_benchmark:spatial_block:30,3,25.531087,35.944091,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:a5ab474ece765a4dc40b9ae497b029501979075c1094a328ac62970f3ace58c0,True,
ignnk,mar,r001,test_r000,official_londonaq_st_benchmark:mar:30,3,28.368351,38.241948,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:5ecfe095e4f48ce45c6d04988fb9e6095fbbf8025b23898c82d1f60afc48bf0f,True,
ignnk,mar,r002,test_r001,official_londonaq_st_benchmark:mar:30,3,32.315087,41.463980,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:9e2ba3dbae31bd2d8c259d20b8f14af5833c641adec5e824ea0a26c1371c56ce,True,
ignnk,mar,r003,test_r002,official_londonaq_st_benchmark:mar:30,3,29.205549,37.678693,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:047f406ed5ee8b8f9adade12d47e96c0c6906eaebd98ec3b8171a2ee18be7208,True,
ignnk,mar,r004,test_r003,official_londonaq_st_benchmark:mar:30,3,28.955655,38.475947,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:dfbca3e56e013aa8b758897d00a47356b3f3c119b24f73a651d88de231d1b16d,True,
ignnk,mar,r005,test_r004,official_londonaq_st_benchmark:mar:30,3,33.396189,41.787717,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:7c83e97326a56e76ee530c338a4ea4262d3f859a3adf2388316042a230b13176,True,
ignnk,mcar,r001,test_r000,official_londonaq_st_benchmark:mcar:30,3,19.190900,27.009217,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:f5df99c410d31b4a9e4a51fedaf0c983843dfd5305cdcfda941415886cfe2c4a,True,
ignnk,mcar,r002,test_r001,official_londonaq_st_benchmark:mcar:30,3,20.406503,28.385887,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:5a610032339bd0861687139403d6706b2f3d339d987d9222988d7afb35405635,True,
ignnk,mcar,r003,test_r002,official_londonaq_st_benchmark:mcar:30,3,21.924159,30.321288,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:819af6d7ebd0bd3571692df30cb7e515576b0d96ffd0e8fbccffeb1a70d5cc4a,True,
ignnk,mcar,r004,test_r003,official_londonaq_st_benchmark:mcar:30,3,20.754295,29.064667,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:6ab6dbd883c03969340e8a68c46f0ec619790ed7b6b14fbff94ca77bc88c764c,True,
ignnk,mcar,r005,test_r004,official_londonaq_st_benchmark:mcar:30,3,20.234729,28.618922,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:8ad7e1fb7189f5a8abb3c1681576aa179821b42cbf1d73011c70f9b6d98dd524,True,
ignnk,mnar,r001,test_r000,official_londonaq_st_benchmark:mnar:30,3,32.817067,42.544262,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:5cbf4ca57fa5ae39c7bb12659575fce3916ea8ca786ee735dd0413ca2bf3037d,True,
ignnk,mnar,r002,test_r001,official_londonaq_st_benchmark:mnar:30,3,30.421494,40.297614,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:0493ec4679a6f8993a42a0c9c6212f88cf504fbd1e7f49bf25936b84875f139b,True,
ignnk,mnar,r003,test_r002,official_londonaq_st_benchmark:mnar:30,3,31.664069,41.164136,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:22ddc8ba4879566547c62605883e6aaec036ed8c5ad8781d180e49c3df06ba77,True,
ignnk,mnar,r004,test_r003,official_londonaq_st_benchmark:mnar:30,3,32.224536,41.989751,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:6d87bd795eb1f5f556718ba665a398e8807899d18f68ae213e6b778e8a49464d,True,
ignnk,mnar,r005,test_r004,official_londonaq_st_benchmark:mnar:30,3,33.176961,42.783969,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:8b70c77bc967f4ff9c54f2c47eee2e8bd06f48f4c7148842c904319340015dd0,True,
ignnk,node_holdout,r001,test_r000,official_londonaq_st_benchmark:node_holdout:30,3,25.275445,33.808720,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:1d86a6b55be5fefdfb65b1df75024e37c930056dfc705be04a98f105de72214e,True,
ignnk,node_holdout,r002,test_r001,official_londonaq_st_benchmark:node_holdout:30,3,26.299266,34.402602,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:ebfc9cb8e4d97d540c60815b37737df17695204d85a6e92d329b7854cd0cdeb5,True,
ignnk,node_holdout,r003,test_r002,official_londonaq_st_benchmark:node_holdout:30,3,27.727624,35.400871,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:166ac0ed42dbffb55bc01375c58241a7e0be83a2bf663b498e7928a614d61e10,True,
ignnk,node_holdout,r004,test_r003,official_londonaq_st_benchmark:node_holdout:30,3,24.860882,32.651597,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:833d5cd218522c07a92dedcc73d96c8545c7c510f06fe4e09ccd3c2e4702f509,True,
ignnk,node_holdout,r005,test_r004,official_londonaq_st_benchmark:node_holdout:30,3,22.934777,30.908457,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:abf63e960829d253d4bcf806690712bc4d018228c0ebaa96d5f2a708bebc19c8,True,
ignnk,sensor_dropout,r001,test_r000,official_londonaq_st_benchmark:sensor_dropout:30,3,27.340148,36.116823,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:7817e93a8ed3f0926194ba7c9f6712bdc4b62f5b4748ea3e99389a355614a4ab,True,
ignnk,sensor_dropout,r002,test_r001,official_londonaq_st_benchmark:sensor_dropout:30,3,26.488277,34.989156,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:c6e13988d2e8c4783b980262985bd6115e3121ff4d3b8ecf5a44f220755b5efc,True,
ignnk,sensor_dropout,r003,test_r002,official_londonaq_st_benchmark:sensor_dropout:30,3,27.072758,35.190337,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:13d33fbd2c4e522586ec27f870f1bcb514bd1d227acab68179a297c0078cacf9,True,
ignnk,sensor_dropout,r004,test_r003,official_londonaq_st_benchmark:sensor_dropout:30,3,25.649157,33.674375,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:6467a5391e80bdf2827cbb49256c712f45c560746e3bdc9d560b915a20e13676,True,
ignnk,sensor_dropout,r005,test_r004,official_londonaq_st_benchmark:sensor_dropout:30,3,27.879301,35.546884,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:e46fb33311679a3c79f8dfe18eb6a47abcc01fd06e8797139c75475f5aa0997c,True,
ignnk,spatial_block,r001,test_r000,official_londonaq_st_benchmark:spatial_block:30,3,32.525908,40.499184,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:17edd047fa7142c5f54f2b9996e1a7cfaa3b54e3303114f9e0726f2b41a1f7f2,True,
ignnk,spatial_block,r002,test_r001,official_londonaq_st_benchmark:spatial_block:30,3,27.448240,35.876111,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:28b85f2830404ef5f47bc6c77c2928fb42de20e9ba8df80eb60dac295afb63d2,True,
ignnk,spatial_block,r003,test_r002,official_londonaq_st_benchmark:spatial_block:30,3,24.560662,32.310247,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:d05a0e7da6905088d270a8661c7f42fab5cf817ab1ad20d1cea3c7d396c87e53,True,
ignnk,spatial_block,r004,test_r003,official_londonaq_st_benchmark:spatial_block:30,3,27.497575,34.832687,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:3bad977db2ad24ae920e88f8265213efbb272d904932be9ee718b01d67180457,True,
ignnk,spatial_block,r005,test_r004,official_londonaq_st_benchmark:spatial_block:30,3,27.023892,35.432353,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:a5ab474ece765a4dc40b9ae497b029501979075c1094a328ac62970f3ace58c0,True,
stgcn,mar,r001,test_r000,official_londonaq_st_benchmark:mar:30,3,15.316615,22.992521,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:5ecfe095e4f48ce45c6d04988fb9e6095fbbf8025b23898c82d1f60afc48bf0f,True,
stgcn,mar,r002,test_r001,official_londonaq_st_benchmark:mar:30,3,19.620521,27.586745,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:9e2ba3dbae31bd2d8c259d20b8f14af5833c641adec5e824ea0a26c1371c56ce,True,
stgcn,mar,r003,test_r002,official_londonaq_st_benchmark:mar:30,3,14.911855,22.093302,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:047f406ed5ee8b8f9adade12d47e96c0c6906eaebd98ec3b8171a2ee18be7208,True,
